Question,Option A,Option B,Option C,Option D,Correct Answer,Points
"In the 6th century BC, Gorakhpur was part of which Mahajanapada?",Magadha,Kosala Mahajanapada,Vajji,Malla,b,1
"In which district jail was the revolutionary Ram Prasad Bismil hanged on December 19, 1927?",Lucknow,Varanasi,Gorakhpur,Allahabad,c,1
Which district was separated from Gorakhpur in 1946 to form the new district of Deoria?,Basti,Kushinagar,Siddharthnagar,Deoria,d,1
The Chauri Chaura incident took place in Gorakhpur on which date?,5-Feb-22,4-Feb-22,4-Jan-22,5-Jan-22,b,1
Which district is known as the birthplace of Firaq Gorakhpuri and the workplace of Munshi Premchand?,Varanasi,Allahabad,Gorakhpur,Lucknow,c,1
Maharajganj district was formed as a result of which division of Gorakhpur?,First partition,Second partition,Third partition,Fourth partition,c,1
"In ancient times, which city was the main center for Shatak cloth manufacturing?",Ayodhya,Mathura,Varanasi,Prayagraj,b,1
The first statue of Buddha is credited to artists from which city?,Sarnath,Mathura,Kushinagar,Kaushambi,b,1
Lathmar Holi is famously celebrated in which places in Uttar Pradesh?,Ayodhya and Varanasi,Lucknow and Kanpur,Barsana and Nandgaon,Prayagraj and Mirzapur,c,1
In which district of Uttar Pradesh are the most fairs organized?,Lucknow,Prayagraj,Mathura,Varanasi,c,1
Where is the first oil refinery of Uttar Pradesh located?,Kanpur,Lucknow,Mathura,Agra,c,1
Where is the Central Institute for Research on Goat located?,Lucknow,Kanpur,"Makhdoom, Mathura",Agra,c,1
The state's only Jain Museum is located in which district?,Varanasi,Kushinagar,Mathura,Ayodhya,c,1
To which artistic tradition is the creation of the first Buddha statue attributed?,Gupta artists,Maurya artists,Mathura artists,Sarnath artists,c,1
Which district in Uttar Pradesh hosts the highest number of fairs?,Varanasi,Allahabad,Lucknow,Mathura,d,1
"The historical site of Chauri Chaura, known for the incident that occurred on February 4, 1922, is located in which district?",Varanasi,Lucknow,Gorakhpur,Kanpur,c,1
Which of the following statements is INCORRECT regarding Mathura Museum?,It was established in 1908.,It opened to the public in 1930.,It houses artifacts related to Shatak cloth manufacturing.,It houses the Manibhadra Yaksha idol found in Parkham village.,c,1
Which religious sect's main seat is situated at the Gorakhnath temple?,Vaishnavism,Shaivism,Nath sect,Shaktism,c,1
"In which year was Gita Press, the world's largest religious book publishing institute, established?",1932,1923,1947,1950,b,1
The world-famous Kalyan and Arogya magazine is published by which institution?,Geeta Bhawan,Ramakrishna Mission,Geeta Press,Arya Samaj,c,1
In which Uttar Pradesh district is the Shaheed Ashfaqulla Khan Zoological Park situated?,Lucknow,Kanpur,Gorakhpur,Varanasi,c,1
What is the headquarters location of Bhadohi district?,Varanasi,Allahabad,Gyanpur,Mirzapur,c,1
Bhadohi district is named in honor of which saint?,Kabir Das,Guru Nanak,Ravidas,Tulsidas,c,1
What is Bhadohi commonly known as due to its prominence in the carpet industry?,Textile City,Carpet City,Weaver's Town,Silk Hub,b,1
Where is the Indian Institute of Carpet Technology located?,Kanpur,Bhadohi,Mirzapur,Agra,b,1
The 'Geographical Indication' tag is associated with the carpets of which district?,Agra,Mirzapur,Bhadohi,Jaipur,c,1
The river Tamsa (Toss) is known as the place of penance for which sage?,Sage Vishwamitra,Sage Vashistha,Sage Durvasaki,Sage Agastya,c,1
Who founded Azamgarh in 1665?,Raja Vikramjit Singh Gautam,Azamshah,Akbar,Sher Shah Suri,b,1
In which year was Azamgarh officially declared a district?,1857,1800,1832,1947,c,1
Which area in Azamgarh is particularly renowned for its black pottery?,Lalganj,Mehnagar,Nizamabad,Phulpur,c,1
What is Gautam Buddha Nagar primarily recognized as?,Cultural Hub of Uttar Pradesh,Educational Center of Uttar Pradesh,'Industrial hub of Uttar Pradesh',Historical City of Uttar Pradesh,c,1
The headquarters of Bhadohi district is located in which city?,Mirzapur,Allahabad,Gyanpur,Bhadohi,c,1
Bhadohi is also known as:,Textile City,Leather City,Carpet City,Brass City,c,1
Sita Samadhi Sthal (Sitamarhi) is located in which district?,Ayodhya,Prayagraj,Bhadohi,Chitrakoot,c,1
What type of tag has been given to Bhadohi carpets?,Quality Assurance Tag,Export Promotion Tag,Geographical Indication Tag,Handloom Mark Tag,c,1
Kaifi Azmi and Hariandh Singh Upadhyay were famous poets belonging to which district?,Lucknow,Varanasi,Azamgarh,Allahabad,c,1
Gautam Buddha Nagar is known as:,Cultural Hub of Uttar Pradesh,Educational Hub of Uttar Pradesh,Industrial Hub of Uttar Pradesh,Agricultural Hub of Uttar Pradesh,c,1
When was Gautam Buddha Nagar district formed?,6-Sep-95,6-Sep-96,6-Sep-97,6-Sep-98,c,1
The main seat of which sect is located in the Gorakhnath temple?,Kabir Panth,Nath sect,Radha Soami,Brahma Kumaris,b,1
In which year was Gita Press established in Gorakhpur?,1933,1913,1943,1923,d,1
Which magazine is published by Geeta Press?,Sarita,Kalyan and Arogya,Grihshobha,Kadambini,b,1
Bhadohi was named after which saint?,Kabir,Ravidas,Tulsidas,Surdas,b,1
"What is Bhadohi known as, due to being the largest carpet industry center of India?",Textile City,Carpet City,Weaver's Town,Silk Hub,b,1
"What tag is given to Bhadohi carpets, recognizing their unique origin and quality?",Quality Assurance,Handloom Mark,Geographical Indication,Export Promotion,c,1
"Kaifi Azmi and Hariandh Singh Upadhyay, prominent poets, belong to which district?",Lucknow,Varanasi,Azamgarh,Allahabad,c,1
Which area in Azamgarh is well-known for its black pottery?,Lalganj,Phulpur,Nizamabad,Mehnagar,c,1
In which year was NOIDA (New Okhla Industrial Development Authority) established?,1977,1986,1976,1975,c,1
Which river is the Okhla Bird Sanctuary situated on?,Ganga River,Yamuna River,Ghaghra River,Gomti River,b,1
What is Lakhimpur Kheri known as due to it being a major center of sugarcane production?,City of Aprile,Little Kashi,Sugar Bowl,Chota Punjabi,c,1
What is the Gola Gokarnanath temple called?,Frog Temple,Sugar Bowl,Little Kashi,Khauri,c,1
What was Lakhimpur Kheri called in ancient times?,Sugar Bowl,Khauri,Chota Punjabi,Little Kashi,b,1
Where is India's first night safari park located?,Lakhimpur Kheri,Pilibhit,Gautam Buddha Nagar,Bulandshahr,c,1
In which district is Asia's largest and the world's fourth largest international airport being built?,Lakhimpur Kheri,Bulandshahr,Pilibhit,Gautam Buddha Nagar,d,1
Which of the following statements is INCORRECT regarding Dudhwa National Park?,It is the only national park of Uttar Pradesh.,It is located in Lakhimpur Kheri.,It was declared the 'first Tiger Reserve' of the state in 1987.,It was established in 1987.,d,1
What is Pilibhit called after the partition of the country?,Sugar Bowl,Little Kashi,Khauri,Chota Punjabi,d,1
Which is the district with the highest literacy rate in Uttar Pradesh?,Lakhimpur Kheri,Pilibhit,Gautam Buddha Nagar,Bulandshahr,c,1
"Where is the Buddh International Circuit, the country's only Formula 1 race venue, located?",Lucknow,Agra,Gautam Buddha Nagar,Allahabad,c,1
In which district of Uttar Pradesh is Dudhwa National Park located?,Pilibhit,Lakhimpur Kheri,Gautam Buddha Nagar,Saharanpur,b,1
In which year was Dudhwa National Park declared the 'first Tiger Reserve' of Uttar Pradesh?,1985,1986,1987,1988,c,1
When was Kanpur Dehat district renamed as Rambai Nagar?,1-Jul-08,19-Nov-88,17-Apr-08,1-Jul-10,d,1
"To which district did Jhalkari Bai, the companion of Rani Laxmi Bai, belong?",Kanpur,Mainpuri,Mau,Kanpur Dehat,d,1
On which riverbank is the small industrial town of Mau situated?,Kali River,Ghaghra (Saryu),Gomti,Yamuna,b,1
Mau district was created as a separate district on which date?,17-Apr-08,1-Jul-10,19-Nov-88,1-Jul-08,c,1
Mau is known as the 'Powerhouse of Textile Weavers' of Eastern Uttar Pradesh due to its excellent sarees and what?,Brass work,Wood carving,Weaving art,Red oil production,c,1
What is Mau also famous for concerning Unani medicine?,Herbal extracts,Red oil,Ayurvedic blends,Medicinal soaps,b,1
"What was the ancient name of Bewar in Mainpuri, associated with Mahatma Vidur?",Soron Shukar Kshetra,Mau Nath Bhanjan,Akbarpur,Vidur Nagar,d,1
"Mainpuri is famous for Saman Bird Sanctuary, which is the main habitat of which bird?",Peacocks,Parrots,Crane birds,Eagles,c,1
What materials are typically used to create decorative products in Tarkashi art?,Clay and glass,"Brass, copper, or silver wires into wood",Plastic and paint,Stone and marble,b,1
Kasganj district was formed on which date?,19-Nov-88,1-Jul-10,17-Apr-08,1-Jul-08,c,1
From which word is the name Kasganj derived?,From the name of a king,From the river Kali,From the forest of Kans (a type of bamboo),From the name of a saint,c,1
Whose place of nirvana is Soron Shukar Kshetra?,Lord Rama,Lord Krishna,"Sri Varahaki, the third incarnation of Lord",Mahatma Vidur,c,1
In which district is the huge industrial area from Raniyan to Jainpur located?,Kanpur Nagar,Kanpur Dehat,Mainpuri,Kasganj,b,1
"Match the following:

Column I
(A) Mau
(B) Mainpuri

Column II
(1) Saman Bird Sanctuary
(2) Red Oil

Choose the correct option:","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b,1
What is another name for Mau Kapura?,Vidur Nagar,Muktidham,Soron Shukar Kshetra,Mau Nath Bhanjan,d,1
Which of the following is a main tourist spot of Mau district?,Saman Bird Sanctuary,Vidur Nagar,Muktidham (Doharighat),Raniyan Industrial Area,c,1
Where is the Martyr's Temple and Martyr's Fair held?,Mainpuri,Kasganj,Bewar (Mainpuri),Soron Shukar Kshetra,c,1
What material is primarily used to make decorative products in Tarkashi art?,Plastic wires,"Brass, copper, or silver wires into wood",Steel wires,Aluminum wires,b,1
When was Kasganj district formed and by dividing which district?,"April 17, 2008 in Koeta district","July 1, 2010 in Mainpuri district","November 19, 1988 in Etah district","January 1, 2000 in Kanpur district",a,1
For what art is Mainpuri particularly famous?,Pottery Art,Wood Carving,Tarkashi Art,Stone Sculpture,c,1
On which river's banks is the city of Kasganj located?,Ganga River,Yamuna River,Kali River,Ghaghra River,c,1
When was Mau district officially established as a separate district?,19-Nov-88,1-Jul-10,17-Apr-08,26-Jan-50,a,1
"Arrange the following events in chronological order: 
   1. Renaming of Kanpur Dehat district as Rambai Nagar 
   2. Formation of Kasganj district 
   3. Creation of Mau district","3, 2, 1","1, 2, 3","2, 3, 1","3, 1, 2",a,1
"Match the following districts with their primary association:

   District        Association
   1. Kanpur Dehat   A. Red Oil
   2. Mau            B. Saman Bird Sanctuary
   3. Mainpuri       C. Jhalkari Bai

Select the correct sequence:","1-A, 2-B, 3-C","1-C, 2-A, 3-B","1-B, 2-C, 3-A","1-C, 2-B, 3-A",b,1
What material is commonly used in Tarkashi art to create decorative products?,Plastic wires,Steel wires,Aluminum wires,"Brass, copper, or silver wires",d,1
In which district is the birthplace (Sor) of Goswami Tulsidas located?,Hamirpur,Basti,Kasganj,Sumerpur,c,1
Where was the famous litterateur and musician Amir Khusro born?,Vaishishthi,Patiali in Kasganj,Sor in Kasganj,Makhouda Dham,b,1
Who established the city of Hamirpur?,Ravana,Goswami Tulsidas,Chandela Rajput king Hammiravarman,Amir Khusro,c,1
Hamirpur is situated at the confluence of which two major rivers?,Yamuna and Manorama,Ganga and Yamuna,Betwa and Ganga,Yamuna and Betwa,d,1
Which district has been selected as a model for organic farming in Uttar Pradesh?,Kasganj,Basti,Hamirpur,Sumerpur,c,1
"What was the ancient name of Basti district, associated with the ashram of sage Vashishtha?",Hamirpur,Vaishishthi,Patiali,Makh Bhoomi,b,1
By what name is Queen Talaash Kunwariko known?,Laxmibai of Bundelkhand,Laxmibai of Purvanchal,Rani Avantibai,Ahilyabai Holkar,b,1
Who established the Bhadeshwar Nath Temple?,Hammiravarman,Sage Vashishtha,Amir Khusro,Ravana,d,1
"Regarding which Dham, it is believed that Rishi Shringi performed Yagna here for the birth of Shri Ram?",Bhadeshwar Nath Temple,Vaishishthi,Makhoda Dham,Hamirpur,c,1
With whose cooperation has the Fruit and Vegetable Excellence collaborated?,With Russia,With Japan,With Israel,With America,c,1
Which statement is NOT correct about Hamirpur?,Hamirpur is known as 'Land of Red Sand'.,World's first water university is proposed to be opened in Hamirpur.,Hamirpur was named after King Hammirvarman.,Hamirpur is the main center for traditional silk sarees.,d,1
Hamirpur is known by what name?,Land of the Rising Sun,Land of Temples,Land of Red Sand,Land of Rivers,c,1
Approximately how many revolutionaries were hanged by the British in the Martyr's Memorial Cantonment?,Over 100,Over 200,Over 300,Over 50,b,1
Which of the following statements is INCORRECT about Hamirpur?,It is known as 'Land of Red Sand'.,World's first water university is proposed to be opened here.,It was named after King Hammirvarman.,It is situated on the confluence of Ganga and Yamuna.,d,1
In which of the following places was Amir Khusro born?,Ayodhya,"Patiali, Kasganj",Hamirpur,Sumerpur,b,1
Who is credited with establishing the city of Hamirpur?,Ravana,Amir Khusro,Chandela Rajput king Hammiravarman,Sage Vashishtha,c,1
Sumerpur is renowned for which of the following handmade products?,Silk Sarees,Traditional Handmade Leather Jutika,Wooden Toys,Brass Utensils,b,1
Where is the world's first water university proposed to be established?,Prayagraj,Varanasi,Lucknow,Hamirpur,d,1
Who is credited with establishing the Bhadeshwar Nath Temple?,Lord Rama,Lord Krishna,Ravana,Sage Vashishtha,c,1
Makhoda Dham is associated with which Rishi performing Yagna for the birth of Shri Ram?,Rishi Vishwamitra,Rishi Valmiki,Rishi Shringi,Rishi Agastya,c,1
Basti is renowned for which art/product?,Silk Sarees,Wood art (wood products),Leather Products,Brassware,b,1
The Fruit and Vegetable Excellence center operates in collaboration with which country?,USA,UK,Israel,Germany,c,1
In which district is the Samadhi Sthal of Saint Kabir Das Maghar located?,Khalilabad,Sant Kabir Nagar,Basti,Gonda,b,1
Where is Sant Kabir Nagar district headquarters located?,Maghar,Tameshwar Nath,Khalilabad,Bakhira,c,1
For which products is Sant Kabir Nagar famous?,Sugar production,Silk sarees,Hosiery products and Bross handicraft products,Pottery,c,1
After whom was Siddharthnagar district named?,Maharishi Patanjali,King Dilip,Prince Siddhartha,Rajendra Lahiri,c,1
Piprahwa Gamaria is the site of which ancient city?,Gonad,Kapilvastu,Balrampur,Maghar,b,1
"In which jail was Rajendra Lahiri, the hero of Kakori incident, hanged?",Balrampur Jail,Sant Kabir Nagar Jail,Gonda Jail,Siddharthnagar Jail,c,1
When was Rajendra Lahiri hanged in Gonda jail?,17-Dec-27,17-Dec-25,27-Dec-27,27-Dec-25,a,1
Where is India's largest sugar production unit (BCM Balrampur Chini Mills Limited) located?,Gonda,Siddharthnagar,Balrampur,Sant Kabir Nagar,c,1
The famous Devipatan fair is held in which district?,Gonda,Siddharthnagar,Balrampur,Sant Kabir Nagar,c,1
Devipatan Temple is included in which list?,UNESCO World Heritage Sites,One of the 108 Divya Desams,One of the 51 Shakti Peethas,List of Ancient Monuments,c,1
Sant Kabir Nagar is particularly famous for which product?,Sugar Production,Silk Sarees,Hosiery products and Bross handicraft products,Bird Sanctuaries,c,1
Devipatan Temple has the distinction of being included in which of the following?,UNESCO World Heritage Sites,One of the 12 Jyotirlingas,One of the 51 Shakti Peethas,List of Ramsar sites,c,1
"The Tameshwar Nath Temple, believed to be the place where Kunti first worshipped, is located in which district?",Gonda,Balrampur,Siddharthnagar,Sant Kabir Nagar,d,1
Bakhira Sanctuary and Bakhira Moti Lake are situated in which district?,Gonda,Balrampur,Siddharthnagar,Sant Kabir Nagar,d,1
"In which district was Rajendra Lahiri hanged on December 17, 1927?",Balrampur,Sant Kabir Nagar,Gonda,Siddharthnagar,c,1
Parvati Arga Bird Sanctuary is included as a ________ site.,UNESCO World Heritage,Ramsar,Tiger Reserve,Biosphere Reserve,b,1
"According to historical beliefs, what was the Bahraich region earlier called?",Brahma,Brahm,Brahmaich,Brahmi,c,1
In which district are the Maharaja Suheldev Memorial and Sayyed Salar Mela located?,Shravasti,Pilibhit,Bahraich,Shahjahanpur,c,1
Who built the Dargah of Syed Salar Masood Ghazi and in what year?,Firoz Shah Tughlaq in 1024 AD,Firoz Shah Tughlaq in 1304 AD,Firoz Shah Tughlaq in 1034 AD,Firoz Shah Tughlaq in 1334 AD,c,1
When was Shravasti district carved out from Bahraich district?,22-Jun-97,22-Apr-97,22-May-96,22-May-97,d,1
"According to epics and Puranas, Shravasti is described as the capital of whom?",Rama,Buddha,Sambhavanath,"Lavaki, son of Rama",d,1
Which of the following Jain Tirthankaras was born in Shravasti?,The first Tirthankara Rishabhanatha,The second Tirthankara Ajitanatha,The third Tirthankara Sambhavanath,The fourth Tirthankara Abhinandananatha,c,1
How many rainy seasons of the last part of his life did Lord Buddha spend in Shravasti?,Twenty-fourth rainy season,Twenty-sixth rainy season,Twenty-fifth rainy season,Twenty-seventh rainy season,c,1
"According to the 2011 census, which district has the lowest literacy rate in Uttar Pradesh?",Bahraich,Pilibhit,Shravasti,Shahjahanpur,c,1
From which lake does the Gomati River originate?,Devhaurakhakra Lake,Fulhar Lake,Sahet Lake,Mahet Lake,b,1
In which districts of Uttar Pradesh is the Pilibhit Tiger Reserve located?,Pilibhit and Bahraich,Pilibhit and Shravasti,Pilibhit and Shahjahanpur,Shahjahanpur and Bahraich,c,1
The Gauri Shankar Temple is situated on the banks of which rivers?,Ganga and Yamuna,Gomati and Sharda,Devha and Ghaghara,Devhaurakhakra river,d,1
"According to historical beliefs, what was the Bahraich region formerly known as?",Brahmapur,Brahmaich,Prayagraj,Ayodhya,b,1
Who is credited with the construction of the Dargah of Syed Salar Masood Ghazi?,Akbar,Firoz Shah Tughlaq,Sher Shah Suri,Humayun,b,1
Katarniaghat Wildlife Sanctuary was established in which year?,1970,1976,1980,1986,b,1
The mounds found in the Sahet-Mahet area are remains of whose identity?,Gautam Buddha,Mahavira,Angulimala Stupa,Ashoka,c,1
"In which year was Shahjahanpur, located on the banks of Ramganga, established?",1857,1813,1947,1776,b,1
What is Shahjahanpur district commonly known as?,The City of Saints,The City of Nawabs,The City of Martyrs,The City of Gardens,c,1
"Gyan Chandra Vidyasagar, a celebrated writer and poet of Hindi literature, was born in which district?",Saharanpur,Shamli,Muzaffarnagar,Shahjahanpur,d,1
"In which district are the memorials of Ram Prasad Bismil and Roshan Singh, along with the tomb of Ashfaqulla Khan, situated?",Saharanpur,Shamli,Shahjahanpur,Muzaffarnagar,c,1
Which manufacturing activity is predominantly associated with Shahjahanpur district?,Silk weaving,Carpet manufacturing,Pottery,Leather production,b,1
Shamli district was carved out of which district and in which month and year?,"August, 2010 from Meerut district","October, 2012 from Ghaziabad district","September, 2011 from Muzaffarnagar district","July, 2009 from Baghpat district",c,1
Which district holds the distinction of being the westernmost district of Uttar Pradesh?,Saharanpur,Shamli,Baghpat,Meerut,b,1
"According to mythological accounts, which son of Kunti is credited with establishing the city of Shamli?",Arjuna,Bhima Sena,Yudhishthira,Nakula,b,1
"By what distinctive name is Shamli recognized, reflecting its industrial activity?",City of Textiles,City of Sweets,City of Rim-Axles,City of Perfumes,c,1
The Uttar Pradesh government has announced the establishment of which institution in Shamli district?,A medical college,A women's PAC battalion,An engineering college,A central university,b,1
Which district in Uttar Pradesh is the state's only district sharing a border with Himachal Pradesh?,Shamli,Saharanpur,Muzaffarnagar,Meerut,b,1
In which locations within Saharanpur have artifacts from the Harappan civilization been discovered?,"Ayodhya, Mathura, Kashi","Ambekheri, Bargaon, Hulas, Nasirpur","Lucknow, Kanpur, Allahabad","Agra, Meerut, Ghaziabad",b,1
Muhammad bin Tughlaq renamed Saharanpur to honor which Sufi saint?,Khwaja Moinuddin Chishti,Baba Farid,Shah Haroon Chishti,Nizamuddin Auliya,c,1
"When was Darul Uloom Deoband established, and by whom?",15 August 1947 by Mahatma Gandhi and Jawaharlal Nehru,30 May 1866 by Haji Abid Hussain and Maulana Qasim Nanautvi,26 January 1950 by Dr. Rajendra Prasad and Sardar Patel,2 October 1869 by Mahatma Gandhi,b,1
"Mata Shakambhari Devi Temple, an important Shaktipeeth, is a part of how many Shaktipeeths mentioned in Skanda Purana?",12,108,51,33,c,1
Mirgpur village in Saharanpur is known for what distinct tradition?,Practicing yoga and meditation,"Consumption of intoxicants, non-vegetarian food, and garlic and onion has been prohibited",Promoting organic farming,Preserving ancient art forms,b,1
Shahjahanpur is the birthplace of which famous writer and poet of Hindi literature?,Munshi Premchand,Gyan Chandra Vidyasagar,Surya Kant Tripathi 'Nirala',Harivansh Rai Bachchan,b,1
Which manufacturing industry is prominent in Shahjahanpur district?,Silk,Leather,Carpet,Pottery,c,1
In which month and year was Shamli district formed from Muzaffarnagar district?,"October, 2012","August, 2010","September, 2011","November, 2009",c,1
"According to mythology, which son of Kunti is believed to have built the city of Shamli?",Arjun,Nakul,Sahdev,Bhim Sena,d,1
By what name is Shamli known due to its production of rims and axles?,City of Steel,City of Commerce,City of Rim-Axles,City of Industry,c,1
In which locations in Saharanpur have objects of Harappan civilization been found?,Only Ambekheri and Bargaon,"Ambekheri, Bargaon, Hulas, and Nasirpur",Only Hulas and Nasirpur,"Ambekheri, Bargaon, and Hulas",b,1
Saharanpur was named by Muhammad bin Tughlaq after which Sufi saint?,Khwaja Moinuddin Chishti,Shah Haroon Chishti,Nizamuddin Auliya,Baba Farid,b,1
Mirgpur village in Saharanpur is known for prohibiting which of the following?,Consumption of dairy products,Use of modern technology,"Consumption of intoxicants, non-vegetarian food, garlic, and onion",Education for women,c,1
Shahjahanpur district is also known by which of the following names?,The City of Saints,The City of Pearls,The City of Martyrs,The City of Weavers,c,1
Which of the following individuals was born in Shahjahanpur district?,Surdas,Kabir Das,Gyan Chandra Vidyasagar,Tulsidas,c,1
Which district of Uttar Pradesh is the only one to share a border with Himachal Pradesh?,Pilibhit,Saharanpur,Shamli,Muzaffarnagar,b,1
"What unique tradition is Mirgpur village, located in Saharanpur, famous for?",Practicing polyandry,"Prohibition of intoxicants, non-vegetarian food, garlic, and onion",Worshipping snakes,Organizing bullock cart races,b,1
Shahjahanpur district is also known by what name?,The city of temples,The city of gardens,The city of martyrs,The city of weavers,c,1
Which district is renowned as the birthplace of Gyan Chandra Vidyasagar?,Lucknow,Prayagraj,Shahjahanpur,Kanpur,c,1
What manufacturing activity is predominantly carried out in Shahjahanpur district?,Silk,Carpet,Pottery,Leather,b,1
"According to mythology, which son of Kunti is credited with building the city of Shamli?",Arjun,Bhim Sena,Yudhishthir,Nakul,b,1
Shamli is popularly known by what name due to its industrial production?,City of Locks,City of Sweets,City of Rim-Axles,City of Textiles,c,1
"The Mata Shakambhari Devi Temple, a significant Shaktipeeth, is considered one of which group?",The 12 Jyotirlingas,The Char Dhams,The 51 Shaktipeeths,The Panch Prayag,c,1
"Mirgpur village, known for prohibiting intoxicants, non-vegetarian food, and garlic-onion, is located in which tehsil?",Saharanpur tehsil,Deoband tehsil,Rampur tehsil,None of the above,b,1
In which year was Darul Uloom Deoband established?,1774,1866,1775,1876,b,1
What is Saharanpur commonly known as?,City of Nawabs,Wood City,City of Manuscripts,City of Temples,b,1
The Central Pulp and Paper Research Institute is located in which district?,Rampur,Deoband,Saharanpur,Lucknow,c,1
Which river is the Khara Hydroelectric Project located on in Saharanpur?,Yamuna River,Ganga River,Asan River,Hindan River,c,1
Rampur city was founded in 1775 AD by whom?,Raja Ram Singh,Nawab Faizullah Khan,Nawab Asaf-ud-Daula,Warren Hastings,b,1
In which year was Raza Library established?,1866,1775,1774,1947,c,1
What is the main raw material used for wood carving in Saharanpur?,Teak wood,Sheesham wood,Sandalwood,Pine wood,b,1
Which Purana mentions the Mata Shakambhari Devi Temple?,Agni Purana,Skanda Purana,Vayu Purana,Garuda Purana,b,1
The country's first Telecom Centre of Excellence (under construction) is located in which district?,Lucknow,Kanpur,Saharanpur,Rampur,c,1
What type of architecture does Rampur Fort symbolize?,Mughal architecture,British architecture,Nawabi architecture,Rajput architecture,c,1
What is the speciality of Rampur Planetarium (Aryabhatta Nashvantrasala)?,Largest telescope in Asia,First to run on digital laser technology,Oldest planetarium in India,Houses a unique collection of meteorites,b,1
"Which village of Saharanpur is known for prohibiting intoxicants, non-vegetarian food and garlic-onion consumption for 700 years?",Saharanpur Village,Deoband Village,Mirgpur Village,Asan River Village,c,1
By what name is Rampur commonly known?,City of Joy,City of Nawabs,City of Temples,City of Lakes,b,1
In which year was Rampur city founded?,1675 AD,1775 AD,1875 AD,1975 AD,b,1
Who founded Rampur city and named it after Raja Ram Singh?,Nawab Asaf-ud-Daula,Nawab Wazir Ali Khan,Nawab Faizullah Khan,Nawab Saadat Ali Khan,c,1
Rampur Fort is a symbol of which architectural style?,Mughal architecture,British architecture,Nawabi architecture,Rajput architecture,c,1
Which of the following food items are famous in Rampur?,Awadhi Biryani and Sohan Halwa,Dudhiya Biryani and Ginger Halwa,Lucknowi Biryani and Gulab Jamun,Mughlai Biryani and Jalebi,b,1
What is Darul Uloom Deoband primarily known for?,Centre of Ayurvedic medicine,World-renowned centre of Islamic learning,Centre of engineering,A famous textile industry,b,1
Who founded Rampur city and in whose name was it named?,Nawab Faizullah Khan named it after Raja Ram Singh,Raja Ram Singh named it after Nawab Faizullah Khan,Nawab Ahmed Khan named it after Raja Ram Singh,Raja Ram Singh named it after Nawab Ahmed Khan,a,1
What is Raza Library famous for?,The largest collection of modern paintings,The most important museum of Oriental manuscripts in Asia,The oldest collection of ancient artifacts,A famous center for astronomical studies,b,1
Which of the following statements is INCORRECT regarding Mirgpur village?,It prohibits the consumption of intoxicants,It prohibits the consumption of non-vegetarian food,It encourages the consumption of garlic and onion,It prohibits the consumption of garlic and onion,c,1
Mirgpur village is known for prohibiting certain items for how many years?,500,600,700,800,c,1
On which canal is the Bolka and Babul Hydroelectric Project located?,Upper Ganga Canal,East Yamuna Canal,Agra Canal,Sarda Canal,b,1
By what name is Rampur generally known?,City of Temples,City of Nawabs,City of Gardens,City of Lights,b,1
Rampur Gharana is famous for what type of singing?,Thumri,Ghazal,Khayal,Qawwali,c,1
Which industry is Rampur world famous for?,Textile industry,Sports goods industry,Knife industry,Lock industry,c,1
"Zardozi, an embroidery with gold and silver threads, is a handicraft famous at which level?",State level only,District level only,National and International level,Local level only,c,1
Badaun district is situated in the doab of which river?,Ganga,Yamuna,Ramganga,Ghaghra,c,1
"In ancient times, Badaun was mentioned in the Mahabharata as what?",Hastinapur,Indraprastha,Budhnagar,Mathura,c,1
"According to scholars, who established the city of Badaun in 905 AD?",A Mughal Emperor,An Ahir King Buddhane,A British Governor,A Rajput Ruler,b,1
"Mulla Abdul Qadir Badayuni, one of the nine gems of Akbar, was born in which city?",Delhi,Agra,Fatehpur Sikri,Badaun,d,1
Who built Jama Masjid Shamshi in the 13th century?,Qutbuddin Aibak,Iltutmish,Alauddin Khalji,Ghiyasuddin Balban,b,1
The birthplace of Sufi saint Hazrat Nizamuddin Auliya is located in which city?,Ajmer,Delhi,Badaun,Lucknow,c,1
Which is called the small Kumbh of Rohilkhand?,Allahabad Kumbh,Garhmukteshwar fair,Kakor Meleko,Magh Mela,c,1
"The ruins of Ahichhatra, the capital of North Panchal, are present in which tehsil of Bareilly district?",Baheri tehsil,Nawabganj tehsil,Faridpur tehsil,Aonla tehsil,d,1
Where did Khan Bahadur Khan lead the rebellion against the British in the First War of Independence of 1857?,Lucknow,Kanpur,Bareilly,Meerut,c,1
Which is the famous lake located in Bareilly?,Bhimtal Lake,Naini Lake,Lilour Lake,Surajkund Lake,c,1
Where are the Indian Veterinary Research Institute (IVRI) and the Central Avian Research Institute located?,Pantnagar,Mathura,Izzatnagar (Bareilly),Lucknow,c,1
By what name is Bareilly known?,The City of Joy,'Nath Nagari',The Silk City,The Leather City,b,1
"Where is the shrine of Sufi saint Imam Ahmed Raza Khan, Ala Hazrat Dargah located?",Ajmer,Delhi,Bareilly,Lucknow,c,1
Which oil is cultivated on a large scale in Bareilly?,Mustard oil,Sunflower oil,Mentha (peppermint oil),Olive oil,c,1
"In the Mahabharata, Bijnor is mentioned as one of the ashrams in which form?",Valmiki Ashram,Kanvashram,Sandipani Ashram,Shringi Ashram,b,1
