Question,Option A,Option B,Option C,Option D,Correct Answer
Which colors were present on the tricolor flag designed during the Swadeshi movement in Bengal?,"Red, White, and Blue","Saffron, White, and Green","Red, Green, and Yellow","Blue, Yellow, and Green",c
Vande Mataram became the title song of the Indian National Movement in the context of the:,Non-Cooperation Movement,Civil Disobedience Movement,Swadeshi Movement,Quit India Movement,c
Which of the following is NOT associated with the term 'Swadeshi'?,Dadabhai Naoroji,Self-reliance,Indigenous goods,Foreign investment,d
"In 1904, the emphasis on giving 'self-government' to India was continuously laid on by:",Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Bal Gangadhar Tilak,c
Who among the following gave the statement: “ The best way to deal with foreign clothes is to destroy them.”?,Abanindranath Tagore,Lord Curzon,Mahatma Gandhi,Bhagat Singh,c
"The partition of Bengal, resulting in the creation of the Muslim-majority province of East Bengal, occurred in which year?",1924,1905,1926,1915,b
In which year did Lord Curzon announce the partition of Bengal?,1924,1906,1900,1905,d
Which incident happened in 1905 before the partition of Bengal?,Formation of HRA,Kakori train incident,Murder of the Plague Commissioner by the Chapekar brothers,Arrest of Kalpana Dutt,c
"Who painted the famous image of Bharat Mata, depicting her as an ascetic figure, inspired by the Swadeshi movement?",Lord Curzon,Khudiram Bose,Kalpana Dutt,Abanindranath Tagore,d
Who was responsible for the partition of Bengal in 1905?,Abanindranath Tagore,Mahatma Gandhi,Lord Curzon,Bhagat Singh,c
The British policy of divide and rule is considered the real reason behind whose decision to partition Bengal?,Mahatma Gandhi,Abanindranath Tagore,Lord Curzon,Bhagat Singh,c
"During the Indian National Movement, which of the following was considered a symbol of human society because it did not glorify machines and technology?",East Bengal,spinning wheel,HRA,British policy,b
"Besides Bipin Chandra Pal, who were the other two freedom fighters known as the 'Lal-Bal-Pal' group?",Bhagat Singh and Surya Sen,Bal Gangadhar Tilak and Lala Lajpat Rai,Abanindranath Tagore and Kalpana Dutt,Lord Curzon and Khudiram Bose,b
"In the Kakori conspiracy case, in which Uttar Pradesh city was Pandit Ram Prasad Bismil hanged?",Kanpur,Allahabad,Lucknow,Gorakhpur,d
Which revolutionary was NOT related to the Kakori train incident?,Pandit Ram Prasad Bismil,Khudiram Bose,Surya Sen,Bhagat Singh,b
Who among the following said: “ The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists”?,Lord Curzon,Abanindranath Tagore,Mahatma Gandhi,Bhagat Singh,d
"In October 1924, in which city was the Hindustan Republican Association (HRA) formed?",Gorakhpur,Kanpur,Lucknow,Allahabad,b
Who was the woman revolutionary who was arrested along with Surya Sen?,Ambika Chakraborty,Kalpana Dutt,Bharat Mata,Lala Lajpat Rai,b
Which of the following statements is INCORRECT regarding the events mentioned in the text?,The partition of Bengal occurred in 1905.,Lord Curzon was responsible for the partition of Bengal.,The HRA was formed in Kanpur in 1924.,Mahatma Gandhi supported the use of foreign clothes.,d
The statement 'The best way to deal with foreign clothes is to destroy them' was made by whom?,Jawaharlal Nehru,Mahatma Gandhi,Sardar Patel,Subhas Chandra Bose,b
What was the outcome of the events in 1905?,Formation of Congress party,Creation of the Muslim-majority province of East Bengal,Gandhi's first satyagraha,Simon Commission,b
Which incident occurred in 1905 before the partition of Bengal?,Champaran Satyagraha,Dandi March,Murder of the Plague Commissioner by the Chapekar brothers,Quit India Movement,c
"Who painted the famous image of Bharat Mata, depicted as an ascetic figure, inspired by the Swadeshi movement?",Raja Ravi Varma,Abanindranath Tagore,Nandalal Bose,Amrita Sher-Gil,b
What is considered the real reason behind Lord Curzon's decision to partition Bengal?,Administrative convenience,Economic development,The British policy of divide and rule,Educational reforms,c
"During the Indian National Movement, what was considered a symbol of human society because it did not glorify machines and technology?",The railway engine,The spinning wheel,The printing press,The telegraph,b
Who were the other two freedom fighters known as the 'Lal-Bal-Pal' group along with Bipin Chandra Pal?,Jawaharlal Nehru and Sardar Patel,Bal Gangadhar Tilak and Lala Lajpat Rai,Subhas Chandra Bose and Bhagat Singh,Rajguru and Sukhdev,b
"In the Kakori conspiracy case, where was Pandit Ram Prasad Bismil hanged?",Lucknow,Kanpur,Gorakhpur,Allahabad,c
"According to whom, 'The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists'?",Mahatma Gandhi,Jawaharlal Nehru,Bhagat Singh,Subhas Chandra Bose,c
In which city was the 'Hindustan Republican Association' (HRA) formed in October 1924?,Delhi,Kanpur,Lahore,Allahabad,b
Which of the following statements is INCORRECT regarding events in 1926?,Activities related to Hindustan Socialist Republican Association,Simon Commission formation,Ambika Chakraborty was not involved,Activities related to Naujawan Bharat Sabha,c
The partition of Bengal in 1905 resulted in the creation of which province?,United Bengal,West Bengal,East Bengal,Bengal Presidency,c
In which Uttar Pradesh city was Pandit Ram Prasad Bismil hanged in the Kakori conspiracy case?,Kanpur,Lucknow,Gorakhpur,Allahabad,c
"Who said, 'The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists'?",Mahatma Gandhi,Jawaharlal Nehru,Bhagat Singh,Subhas Chandra Bose,c
Which of the following statements is INCORRECT regarding events mentioned in the text?,The partition of Bengal was announced by Lord Curzon in 1905.,The Kakori conspiracy case led to Pandit Ram Prasad Bismil being hanged in Gorakhpur.,Abanindranath Tagore painted his famous image of Bharat Mata inspired by the Swadeshi movement.,Ambika Chakraborty was related to the Kakori train incident.,d
"Who painted the famous image of Bharat Mata as an ascetic figure, inspired by the Swadeshi movement?",Raja Ravi Varma,Nandalal Bose,Abanindranath Tagore,Jamini Roy,c
The British policy of divide and rule is considered to be the real reason behind which decision?,The Rowlatt Act,The partition of India,The partition of Bengal,The introduction of the Doctrine of Lapse,c
"In the Kakori conspiracy case, in which city of Uttar Pradesh was Pandit Ram Prasad Bismil hanged?",Lucknow,Kanpur,Gorakhpur,Varanasi,c
"According to the provided text, who said: “ The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists”?",Mahatma Gandhi,Jawaharlal Nehru,Bhagat Singh,Subhas Chandra Bose,c
Who among the following was arrested along with Surya Sen?,Sarojini Naidu,Annie Besant,Kalpana Dutt,Pritilata Waddedar,c
Which of the following revolutionaries is INCORRECTLY paired with the Kakori Train Incident?,Ram Prasad Bismil,Ashfaqulla Khan,Roshan Singh,Ambika Chakraborty,d
Who was the public prosecutor in the Kakori case?,Chandra Shekhar Azad,Ashfaq Ullah Khan,Jagat Narayan Mulla,B.G. Tilak,c
Which individual escaped from police arrest in the Kakori Conspiracy Case?,Ram Prasad Bismil,Bhagat Singh,Chandra Shekhar Azad,Ashfaq Ullah Khan,c
In which year was the Hindustan Republican Association formed?,1929,1913,1916,1924,d
Who is known as the 'Father of Indian unrest'?,Gopal Krishna Gokhale,B.G. Tilak,Lala Lajpat Rai,Bhagat Singh,b
In which prison was Pt. Ram Prasad Bismil hanged?,Kanpur,Gorakhpur,Berlin,Lahore,b
Which individual was hanged in England for the murder of British officers?,Ashfaq Ullah Khan,Udham Singh,Ram Prasad Bismil,Bhagat Singh,b
Who was the first recorded Muslim to be hanged for Indian independence?,Chandra Shekhar Azad,B.G. Tilak,Ashfaq Ullah Khan,Madan Lal Dhingra,c
Which woman revolutionary shot at the British Governor at a convocation ceremony?,Sarojini Naidu,Bina Das,Annie Besant,Kamala Nehru,b
Who did Lala Lajpat Rai consider his political guru?,Bhagat Singh,Gopal Krishna Gokhale,Mazzini,B.G. Tilak,c
Who made the statement: “Criticism and independent thinking are the two characteristics of a revolutionary”?,B.G. Tilak,Gopal Krishna Gokhale,Bhagat Singh,Madan Lal Dhingra,c
Which of the following statements is INCORRECT regarding B.G. Tilak?,He was accused of practicing the politics of persuasion.,He was accused of practicing the politics of entreaty.,He was accused of practicing the politics of opposition.,He founded the Servants of India Society.,d
"Arrange the following events in chronological order:
 I. Establishment of Ghadar Party
 II. Central Assembly Bomb Case
 III. Establishment of the Indian Independence Committee in Berlin","I, II, III","I, III, II","II, III, I","III, II, I",b
"Match the following freedom fighters with the region they were related to:
 Column I (Freedom Fighter)  Column II (Region)
 A. Lal   1. Maharashtra
 B. Bal   2. Bengal
 C. Pal   3. Punjab","A-1, B-2, C-3","A-3, B-1, C-2","A-2, B-3, C-1","A-3, B-2, C-1",b
In which year was the Congress first divided?,1913,1916,1907,1924,c
Who among the following was the public prosecutor in the Kakori case?,Chandra Shekhar,Jagat Narayan Mulla,Ashfaq Ullah Khan,Bhagat Singh,b
Which of the following freedom fighters escaped from police arrest in the Kakori Conspiracy Case?,Ram Prasad Bismil,Bhagat Singh,Chandra Shekhar Azad,Ashfaq Ullah Khan,c
Pt. Ram Prasad Bismil was hanged in which prison?,Kanpur,Gorakhpur,Berlin,Lahore,b
Which of the following revolutionaries was hanged in England for the murder of British officers?,Ashfaq Ullah Khan,Bhagat Singh,Bina Das,Madan Lal Dhingra,d
Who among the following shot at the British Governor while receiving her degree?,Sukhdev,Bina Das,Lala Lajpat Rai,None of the above,b
Which of the following statements was made by Bhagat Singh?,The Congress was first divided in In 1907,The sword of revolution is sharpened on the tinder stone of ideas,He founded the Servants of India Society,He led the liberals after the Surat split,b
Which of the following freedom fighters was the first Indian to be sent to jail for performing his duties as a journalist?,Bhagat Singh,Bal Gangadhar Tilak,Gopal Krishna Gokhale,Madan Lal Dhingra,b
"Bhagat Singh, Rajguru, and Sukhdev were hanged as a result of which case?",Kakori Conspiracy Case,Central Assembly Bomb Case,Lahore Conspiracy Case,None of the above,c
"Who was accused of practicing the politics of persuasion, entreaty, and opposition?",Gopal Krishna Gokhale,B.G. Tilak,Bhagat Singh,Rajguru,b
Which of the following statements about Gopal Krishna Gokhale is INCORRECT?,He presided over the Varanasi session of the Congress.,He founded the Servants of India Society.,He led the liberals after the Surat split.,He was hanged in England.,d
"Match the following freedom fighters with the regions they were related to: 
Lal, Bal, Pal","Punjab, Bengal, Maharashtra","Maharashtra, Punjab, Bengal","Punjab, Maharashtra, Bengal","Bengal, Maharashtra, Punjab",c
In which year did the first division of the Congress take place?,1913,1916,1924,1907,d
"Arrange the following events in chronological order:
1. Establishment of the Ghadar Party
2. Establishment of the Indian Independence Committee in Berlin
3. Central Assembly Bomb Case","3, 2, 1","1, 2, 3","2, 3, 1","3, 1, 2",b
Which of the following thinkers was considered consciously secular?,Gopal Krishna Gokhale,B.G. Tilak,Bhagat Singh,Madan Lal Dhingra,c
Who was the public prosecutor in the Kakori Conspiracy Case?,Chandra Shekhar Azad,Jagat Narayan Mulla,Bhagat Singh,Ashfaq Ullah Khan,b
Who is known as 'Father of Indian unrest'?,Gopal Krishna Gokhale,Bhagat Singh,B.G. Tilak,Madan Lal Dhingra,c
Which revolutionary was hanged in England for the murder of British officers?,Ashfaq Ullah Khan,Bhagat Singh,Udham Singh,Ram Prasad Bismil,c
Which woman revolutionary shot at the British Governor while receiving her degree?,Sarojini Naidu,Annie Besant,Bina Das,Kamala Nehru,c
Who did Lala Lajpat Rai consider as his political guru?,Bhagat Singh,Tilak,Mazzini,Gokhale,c
Who stated that 'Criticism and independent thinking are the two characteristics of a revolutionary'?,B.G. Tilak,Madan Lal Dhingra,Bhagat Singh,Gopal Krishna Gokhale,c
Who was the first Indian to be sent to jail for performing his duties as a journalist?,Gopal Krishna Gokhale,Bhagat Singh,Bal Gangadhar Tilak,Madan Lal Dhingra,c
"Who said, 'The sword of revolution is sharpened on the tinder stone of ideas'?",B.G. Tilak,Gopal Krishna Gokhale,Madan Lal Dhingra,Bhagat Singh,d
Who was hanged in the Lahore Conspiracy Case?,B.G. Tilak,"Rajguru, Sukhdev and Bhagat Singh",Gopal Krishna Gokhale,Madan Lal Dhingra,b
Gopal Krishna Gokhale is associated with which of the following?,The Kakori Conspiracy Case,Presiding over the Varanasi session of Congress,The Hindustan Republican Association,The Central Assembly Bomb Case,b
"Lal, Bal, and Pal were related to which regions respectively?","Bengal, Maharashtra, Punjab","Punjab, Bengal, Maharashtra","Punjab, Maharashtra, Bengal","Maharashtra, Bengal, Punjab",c
In which year did the first division of Congress occur?,1913,1916,1929,1907,d
Which of the following persons is described as a consciously secular thinker?,B.G. Tilak,Gopal Krishna Gokhale,Madan Lal Dhingra,Bhagat Singh,d
"Arrange the following events in chronological order:
1. Central Assembly Bomb Case
2. Establishment of the Ghadar Party
3. Establishment of the Indian Independence Committee in Berlin","3, 2, 1","2, 3, 1","1, 2, 3","2, 1, 3",b
"Match the following events with their corresponding years:
Column I (Event) 		 Column II (Year)
A. Establishment of Ghadar Party 	 1. 1929
B. Establishment of the Indian Independence Committee in Berlin 	 2. 1916
C. Central Assembly Bomb Case 		 3. 1913","A-3, B-2, C-1","A-2, B-3, C-1","A-1, B-2, C-3","A-3, B-1, C-2",a
Which freedom fighter escaped from police arrest in the Kakori Conspiracy Case?,Ram Prasad Bismil,Bhagat Singh,Chandra Shekhar Azad,Ashfaq Ullah Khan,c
Which statement was made by Bhagat Singh?,"""The sword of revolution is sharpened on the tinder stone of ideas.""","""The Congress was first divided in 1907.""","""Criticism and independent thinking are the two characteristics of a revolutionary.""","""Establishment of Ghadar Party – 1913""",c
"In the Lahore Conspiracy Case, who among the following was NOT hanged?",Bhagat Singh,Rajguru,Sukhdev,Gopal Krishna Gokhale,d
"Match the following freedom fighters with their respective states:
Column I (Freedom Fighter)  Column II (State)
A. Lal   1. Maharashtra
B. Bal   2. Bengal
C. Pal   3. Punjab","A-1, B-2, C-3","A-3, B-1, C-2","A-2, B-3, C-1","A-3, B-2, C-1",b
Which of the following is NOT associated with Gopal Krishna Gokhale?,Presided over the Varanasi session of the Congress.,Led the liberals after the Surat split.,Founded the Servants of India Society.,Escaped from police arrest in the Kakori Conspiracy Case.,d
In which year was the Chittagong Armoury Raid?,1940,1933,1906,1930,d
Under whose leadership did Jawaharlal Nehru join the interim government?,Muhammad Ali Jinnah,Chaudhary Rahmat Ali,All India Muslim League,Not mentioned in Text,d
On what date was Direct Action Day observed by the Muslim League?,"October 13, 1946","October 24, 1946","August 16, 1946",1940,c
Who declared Direct Action Day?,Chaudhary Rahmat Ali,Jawaharlal Nehru,Muhammad Ali Jinnah,Sidhu,c
In which year was the term 'Pakistan' coined?,1940,1933,1906,1946,b
The Muslim League was founded in which city?,Karachi,Lahore,Dhaka,Delhi,c
Who coined the term 'Pak-Stan' in 1933?,Muhammad Ali Jinnah,Jawaharlal Nehru,Chaudhary Rahmat Ali,Sidhu,c
What was the slogan given by the Muslim League at its Karachi session in 1943?,Unity and Faith,Divide and Rule,Divide and Quit,Direct Action,c
On which date did the Muslim League decide to join the interim government?,"August 16, 1946","October 24, 1946","October 13, 1946",1940,c
The British signed a peace treaty with the Khandas of Odisha in which year?,1855-56,1906,1848,1933,c
The Delhi Durbar was held during the time of which British official?,Sidhu,Kanhu,Lord Hardinge,Jawaharlal Nehru,c
Who led the Santhal rebellion in India in 1855-56?,Muhammad Ali Jinnah,Chaudhary Rahmat Ali,Sidhu and Kanhu,Lord Hardinge,c
The Swadeshi movement was started in India during which movement?,Quit India Movement,Non-Cooperation Movement,Anti-partition movement,Civil Disobedience Movement,c
"Arrange the following events related to the Muslim League in chronological order:
I. Demand for Pakistan in Lahore Session
II. Founding of the Muslim League
III. Direct Action Day
IV. Muslim League joins interim government","II, I, III, IV","I, II, III, IV","III, IV, I, II","IV, III, II, I",a
When was the Chittagong Armoury Raid?,1940,1933,1930,1946,c
In which year was the All India Muslim League founded?,1933 AD,1940 AD,1946 AD,1906 AD,d
In which session of the Muslim League was the demand for Pakistan made?,Karachi,Lahore,Dhaka,Delhi,b
When was Direct Action Day observed by the Muslim League?,"October 13, 1946","October 24, 1946","August 16, 1946",In the year 1933,c
In which year was the Pakistan Resolution adopted by the All India Muslim League?,1933,1946,1906,1940,d
The term 'Pakistan' was coined in which year?,1940,1906,1946,1933,d
In which city was the Muslim League founded?,Karachi,Lahore,Dhaka,Delhi,c
Which of the following organizations supported the move to partition Bengal?,Indian National Congress,All India Muslim League,Santhal Tribe,Khandas of Odisha,b
When did the Muslim League decide to join the interim government?,"August 16, 1946","October 24, 1946","October 13, 1946",In the year 1906,c
In what year did the British sign a peace treaty with the Khandas of Odisha?,1855-56,1906,1848,1946,c
The Swadeshi movement was started in India during which event?,Quit India Movement,Non-Cooperation Movement,Anti-partition movement,Civil Disobedience Movement,c
Which of the following statements is INCORRECT regarding the Muslim League?,The All India Muslim League was founded in 1906.,The demand for Pakistan was made in the Lahore session of the Muslim League.,"Direct Action Day was observed on August 16, 1946.",'Pakistan' was coined in 1940.,d
In which year did the Chittagong Armoury Raid occur?,1940,1933,1906,1930,d
In which year was the demand for Pakistan made in the Lahore session of the Muslim League?,1933,1946,1906,1940,d
In which year was the resolution adopted by the All India Muslim League?,1933,1906,1946,1940,d
By whom was the term 'Pakistan' coined?,Muhammad Ali Jinnah,Sidhu,Chaudhary Rahmat Ali,Jawaharlal Nehru,c
What slogan was given by the Muslim League at its Karachi session in 1943?,Divide and Rule,Quit India,Divide and Quit,Direct Action,c
During whose time was the Delhi Durbar held?,Sidhu,Kanhu,Lord Hardinge,Muhammad Ali Jinnah,c
In what year was the resolution adopted by the All India Muslim League regarding the demand for Pakistan?,1943,1933,1940,1946,c
Which organisation supported the move to partition Bengal?,Indian National Congress,All India Muslim League,Hindu Mahasabha,The Santhal Tribes,b
On what date did the Muslim League decide to join the interim government?,"October 24, 1946","October 1, 1946","October 13, 1946","October 31, 1946",c
In which year did the British sign a peace treaty with the Khandas of Odisha?,1857,1848,1868,1838,b
During which movement was the Swadeshi movement started in India?,Quit India Movement,Non-Cooperation Movement,Anti-partition movement,Civil Disobedience Movement,c
In which year was King George V enthroned at the Delhi Durbar?,1916,1924,1912,1911,d
The decision to shift the capital of India from Calcutta to Delhi was announced at the Durbar held in which city?,Lucknow,Allahabad,Delhi,Madras,c
When was Delhi officially declared as the capital of British India by Emperor George V?,1912,1916,1924,1911,d
In which year was the unification of Bengal completed?,1911,1916,1924,1912,d
The 'Gateway of India' was constructed in which year?,1911,1912,1916,1924,d
"Who among the following was a famous contemporary of Janaki Bai, who performed at the Delhi Durbar in 1911?",Annie Besant,Gauhar Jaan,Bal Gangadhar Tilak,Queen Mary,b
"Arrange the following events in chronological order:
I. Delhi Durbar
II. Lucknow Pact
III. Home Rule Movement","I, II, III","II, I, III","III, II, I","I, III, II",a
"In which session of the Indian National Congress did Bal Gangadhar Tilak declare, 'Swaraj is our birthright, I will have it'?","Delhi Session, 1911","Lucknow Session, 1916","Madras Session, 1916","Allahabad Session, 1919",b
In which year was a compromise reached between the Muslim League and the Congress?,1911,1924,1916,1912,c
Who was the main architect in the process of reunification of extremists and moderates?,Janaki Bai,Gauhar Jaan,Annie Besant,Bal Gangadhar Tilak,c
"Match the following:
Column I
(A) Delhi Durbar
(B) Lucknow Pact
Column II
(1) 1916
(2) 1911","A-1, B-2","A-2, B-1","A-1, B-1","A-2, B-2",b
In which city did the Indian National Congress and the Indian Muslim League hold their sessions at the same time in December 1916?,Delhi,Madras,Allahabad,Lucknow,d
Which of the following statements is INCORRECT about the Home Rule League?,Annie Besant was mainly associated with the establishment of the Home Rule League of Madras.,The Home Rule League was founded in Madras in September 1916.,The aim of the Home Rule League was to achieve self-rule in India.,The Home Rule League was founded only by Bal Gangadhar Tilak.,d
"In which year was King George V enthroned at the Delhi Durbar, where he announced the shifting of the Indian capital?",1905,1921,1911,1919,c
In what year did the British officially declare Delhi as the capital of British India?,1909,1913,1910,1911,d
When was the unification of Bengal completed?,1910,1913,1912,1911,c
In which year was the capital of British India shifted from Calcutta to Delhi?,1910,1912,1913,1911,d
"In what year was the Lucknow Session of the Indian National Congress held, where Bal Gangadhar Tilak declared, 'Swaraj is our birthright, I will have it'?",1914,1917,1916,1915,c
Identify the individual mainly associated with the establishment of the Home Rule League of Madras.,Mahatma Gandhi,Jawaharlal Nehru,Annie Besant,Sardar Patel,c
Which of the following statements is INCORRECT regarding the Delhi Durbar of 1911?,King George V was enthroned.,It was held to celebrate the coronation of King George V.,The decision to shift the capital from Bombay to Delhi was announced.,Delhi was declared the capital of British India.,c
"Arrange the following events in chronological order:
A. Lucknow Pact
B. Delhi Durbar where capital shift announced
C. Home Rule League founded in Madras","A, B, C","B, C, A","B, A, C","C, A, B",c
"Match the following:
Column I (Event)       Column II (Year)
A. Delhi Durbar       1. 1916
B. Lucknow Pact       2. 1912
C. Bengal Unification 3. 1911","A-3, B-1, C-2","A-1, B-2, C-3","A-2, B-3, C-1","A-3, B-2, C-1",a
"In which year was King George V enthroned at the Delhi Durbar, where he announced the shift of India's capital?",1912,1910,1911,1913,c
Where was the Durbar held in 1911 to celebrate the coronation of King George V?,Calcutta,Bombay,Delhi,Lucknow,c
In what year did Emperor George V officially declare Delhi as the capital of British India?,1910,1916,1911,1912,c
In which year was the 'Gateway of India' built?,1920,1924,1922,1926,b
Who among the following had the privilege of performing for Emperor George V at the Delhi Durbar in 1911?,Gauhar Jaan,Janaki Bai,Both Janaki Bai and Gauhar Jaan,Neither Janaki Bai nor Gauhar Jaan,c
"In which session of the Indian National Congress did Bal Gangadhar Tilak declare, 'Swaraj is our birthright, I shall have it'?","Surat Session, 1907","Lahore Session, 1929","Lucknow Session, 1916","Karachi Session, 1931",c
"In December 1916, the Indian National Congress and the Indian Muslim League held their sessions at the same time in which city?",Delhi,Calcutta,Lucknow,Bombay,c
Who was mainly associated with the establishment of the Home Rule League of Madras?,Bal Gangadhar Tilak,Mahatma Gandhi,Annie Besant,Jawaharlal Nehru,c
"In which year was King George V enthroned at the Delhi Durbar, where the shift of India's capital from Calcutta to Delhi was announced?",1916,1924,1911,1912,c
"The Gateway of India, constructed to welcome King George V and Queen Mary, was built in which year?",1911,1916,1912,1924,d
"Which Hindustani singer from Allahabad, along with Gauhar Jaan, performed for Emperor George V at the Delhi Durbar in 1911?",Annie Besant,Bal Gangadhar Tilak,Queen Mary,Janaki Bai,d
Bal Gangadhar Tilak proclaimed 'Swaraj is our birthright' during which session of the Indian National Congress?,Delhi Durbar,Home Rule Movement,Lucknow Session,Madras Session,c
In which year did the Indian National Congress and the Indian Muslim League hold their sessions at the same time in Lucknow?,1911,1924,1912,1916,d
The Home Rule League was founded in Madras in September 1916 by Bal Gangadhar Tilak and which other Indian freedom fighter?,Queen Mary,Gauhar Jaan,Annie Besant,Janaki Bai,c
Which of the following statements is INCORRECT regarding the events mentioned?,The unification of Bengal was completed in 1912.,The capital of British India was shifted from Calcutta to Delhi in 1911.,The Lucknow Pact was reached in 1916.,The Gateway of India was built in 1911 to welcome King George V.,d
"Arrange the following events in chronological order:
1. Delhi Durbar where capital shifted
2. Lucknow Pact
3. Gateway of India built","3, 2, 1","2, 3, 1","1, 2, 3","3, 1, 2",c
The 'Home Rule League Movement' was associated with which of the following individuals?,Shyamji Krishna Verma,Bal Gangadhar Tilak,Annie Besant,Nathuram Godse,c
In what year was the 'Indian Home Rule Society' established?,1915 AD,1905 AD,1893 AD,1916 AD,b
Who is known as the 'Father of Indian Anarchism' according to Valentine Chirol?,Mahatma Gandhi,Gopal Krishna Gokhale,Bal Gangadhar Tilak,Shyamji Krishna Verma,c
The 'Home Rule League Movement' functioned as a subsidiary of which organization?,National Liberation Federation of India,Indian National Congress,Indian Home Rule Society,British Empire,b
Bal Gangadhar Tilak was given the epithet 'Lokmanya' during which movement?,Non-Cooperation Movement,Quit India Movement,Home Rule Movement,Civil Disobedience Movement,c
Mahatma Gandhi was born in which year?,1889,1879,1869,1859,c
Mahatma Gandhi arrived in South Africa in which year?,1915,1869,1916,1893,d
At which university did Mahatma Gandhi address the public for the first time after returning to India from South Africa?,Aligarh Muslim University,University of Calcutta,Banaras Hindu University (BHU),University of Oxford,c
In what year did Mahatma Gandhi return to India from South Africa?,January 1916,January 1914,January 1915,January 1917,c
At which railway station in South Africa was Gandhiji thrown out of a train?,Johannesburg,Cape Town,Pietermaritzburg,Durban,c
Who established the 'Indian Home Rule Society' in London?,Mahatma Gandhi,Jawaharlal Nehru,Shyamji Krishna Verma,Subhas Chandra Bose,c
The 'Home Rule' movement aimed at achieving what within the British Empire?,Complete Independence,Dominion Status,'Self-government',Revolution,c
Valentine Chirol called Bal Gangadhar Tilak the 'Father of' what?,Indian Independence,Indian Socialism,Indian Anarchism,Indian Nationalism,c
In what year was Mahatma Gandhi born?,1879,1859,1869,1889,c
Who assassinated Mahatma Gandhi?,Bhagat Singh,Sukhdev,Rajguru,Nathuram Godse,d
Mahatma Gandhi studied law in which country?,South Africa,India,United States,United Kingdom,d
In what year did Mahatma Gandhi arrive in South Africa?,1883,1893,1903,1913,b
"In January 1915, Mahatma Gandhi returned to India from which country?",United Kingdom,United States,South Africa,Germany,c
At which railway station in South Africa was Mahatma Gandhi thrown out of a train?,Johannesburg,Durban,Pretoria,Pietermaritzburg,d
"According to the text, who made the comment 'South Africa made the Mahatma'?",Mahatma Gandhi,Gopal Krishna Gokhale,Jawaharlal Nehru,Chandran Devanesan's,d
Who did Mahatma Gandhi consider his guru in politics?,Bal Gangadhar Tilak,Jawaharlal Nehru,Gopal Krishna Gokhale,Sardar Patel,c
"Arrange the following events related to Mahatma Gandhi in chronological order:
   A. Assassination of Mahatma Gandhi
   B. Mahatma Gandhi's arrival in South Africa
   C. Mahatma Gandhi's return to India from South Africa
   D. Mahatma Gandhi's birth",A-B-C-D,D-B-C-A,B-D-A-C,C-A-D-B,b
"Match the following:
Column I (Person)
(A) Annie Besant
(B) Shyamji Krishna Verma
(C) Bal Gangadhar Tilak
(D) Mahatma Gandhi

Column II (Association)
(1) Father of Indian Anarchism
(2) Indian Home Rule Society
(3) Home Rule League Movement
(4) Political Guru - Gopal Krishna Gokhale","A-3, B-2, C-1, D-4","A-2, B-3, C-4, D-1","A-1, B-4, C-3, D-2","A-4, B-1, C-2, D-3",a
Which of the following statements is INCORRECT regarding the Home Rule Movement?,It became popular in India during the First World War.,It aimed at achieving self-government within the British Empire.,Gandhiji was closely associated with this movement.,Annie Besant was involved in the movement.,c
The 'Home Rule League Movement' was associated with which individual?,Shyamji Krishna Verma,Bal Gangadhar Tilak,Annie Besant,Nathuram Godse,c
The 'Indian Home Rule Society' was established in London by whom?,Annie Besant,Gopal Krishna Gokhale,Shyamji Krishna Verma,Valentine Chirol,c
Bal Gangadhar Tilak received the epithet 'Lokmanya' during which movement?,Non-Cooperation Movement,Quit India Movement,Home Rule Movement,Civil Disobedience Movement,c
Who was referred to as the 'Father of Indian Anarchism' by Valentine Chirol?,Mahatma Gandhi,Jawaharlal Nehru,Bal Gangadhar Tilak,Subhas Chandra Bose,c
In which year was Mahatma Gandhi born?,1889,1879,1869,1859,c
In which year did Mahatma Gandhi arrive in South Africa?,1883,1893,1903,1913,b
At which university did Mahatma Gandhi address the public for the first time in India after returning from South Africa?,Aligarh Muslim University,University of Calcutta,Banaras Hindu University (BHU),University of Bombay,c
In which year did Mahatma Gandhi return to India from South Africa?,January 1916,January 1915,January 1914,January 1917,b
At which railway station in South Africa was Gandhiji thrown out of the train?,Johannesburg,Cape Town,Durban,Pietermaritzburg,d
"According to the text, who said “South Africa made the Mahatma”?",Gopal Krishna Gokhale,Annie Besant,Chandran Devanesan,Shyamji Krishna Verma,c
Who did Mahatma Gandhi consider his political guru?,Bal Gangadhar Tilak,Jawaharlal Nehru,Gopal Krishna Gokhale,Annie Besant,c
"Which of the following movements was NOT associated with Mahatma Gandhi, according to the text?",Home Rule Movement,Non-Cooperation Movement,Civil Disobedience Movement,Quit India Movement,a
The 'Indian Home Rule Society' was established in which year?,1915 AD,1916 AD,1905 AD,1893 AD,c
In which city was the 'Indian Home Rule Society' established?,Gujarat,South Africa,India,London,d
Bal Gangadhar Tilak was given which epithet during the Home Rule Movement?,Mahatma,Father of Indian Anarchism,Lokmanya,Father of Indian unrest,c
