Question,Option A,Option B,Option C,Option D,Correct Answer
What happens to the entropy of water when it freezes and turns into ice?,Entropy increases,Entropy remains constant,Entropy fluctuates,Entropy decreases,d
Which law of thermodynamics correlates the increase in internal energy to the heat supplied and work done?,Second Law of Thermodynamics,Third Law of Thermodynamics,Zeroth Law of Thermodynamics,First Law of Thermodynamics,d
Who formulated the first two laws of thermodynamics and determined absolute zero to be –273.15°C?,Albert Einstein,Isaac Newton,William Thomson (Lord Kelvin),Max Planck,c
What is the boiling point of water when measured on the Kelvin scale?,273 K,212 K,100 K,373 K,d
What is the average human body temperature expressed in Kelvin?,273 K,298 K,300 K,310 K,d
At what temperature is the density of water at its peak?,0°C,100°C,273 K,277 K (4°C),d
–40°F is equivalent to what value on the Kelvin scale?,255 K,273 K,213 K,233 K,d
What is the central point of a spherical mirror's reflecting surface known as?,Focus,Center of Curvature,Pole,Vertex,c
Which unit is employed to measure stellar distances?,Kilometer,Astronomical Unit,Parsec,Light Year,d
"If a green leaf is observed under red light, what color will it appear to be?",Green,Red,White,Black,d
A convex mirror forms what type of image when an object is placed at infinity?,Real and Inverted,Real and Erect,Virtual and Inverted,Virtual and Erect,d
What is the term for the bending of light as it passes at an angle from one medium to another?,Diffraction,Reflection,Refraction,Interference,c
What happens to the entropy of water when it freezes and forms ice?,Entropy increases,Entropy remains constant,Entropy decreases,Entropy fluctuates,c
Who formulated the first two laws of thermodynamics and deduced the absolute zero temperature?,Isaac Newton,Albert Einstein,William Thomson (Lord Kelvin),James Clerk Maxwell,c
The center of the reflecting surface of a spherical mirror is called the:,Focus,Center of Curvature,Pole,Vertex,c
What unit is used to measure stellar distances?,Kilometer,Astronomical Unit,Parsec,Light Year,d
Why does the clear sky appear blue?,Refraction of light,Reflection of light,Dispersion of light,Scattering of light,d
A green leaf viewed under red light will appear:,Green,Red,White,Black,d
What is the nature of the image formed by a convex mirror when the object is at infinity?,Real and Inverted,Real and Erect,Virtual and Inverted,Virtual and Erect,d
The bending of light as it passes obliquely from one medium to another is known as:,Reflection,Diffraction,Refraction,Interference,c
What happens to the entropy of water when it transitions from liquid to solid form (ice)?,Entropy increases,Entropy remains constant,Entropy decreases,Entropy fluctuates,c
Which law of thermodynamics is defined as 'the increase in internal energy equals the sum of heat supplied and work done by the system'?,Second Law of Thermodynamics,Third Law of Thermodynamics,First Law of Thermodynamics,Zeroth Law of Thermodynamics,c
What is the boiling point of water when expressed on the Kelvin scale?,273 K,212 K,100 K,373 K,d
What is the approximate normal human body temperature when measured in Kelvin?,290 K,300 K,310 K,320 K,c
What Kelvin value is equivalent to -40°F?,253 K,213 K,233 K,293 K,c
The center of the reflecting surface of a spherical mirror is known as the:,Focus,Radius,Pole,Center of Curvature,c
The clear sky appears blue due to which phenomenon?,Reflection of light,Refraction of light,Dispersion of light,Scattering of light,d
What is the nature of the image formed by a convex mirror when an object is placed at infinity?,Real and Inverted,Real and Erect,Virtual and Inverted,Virtual and Erect,d
The bending of light as it passes obliquely from one medium to another is called:,Reflection,Diffraction,Refraction,Interference,c
What type of lens is typically used by individuals with myopia (nearsightedness)?,Convex Lens,Cylindrical Lens,Concave Lens,Bifocal Lens,c
What type of lens is required to correct hypermetropia (farsightedness)?,Concave lens,Cylindrical lens,Convex lens,Prismatic lens,c
"If a red rose is viewed through a blue filter, what color will it appear to be?",Red,Blue,Violet,Black,d
Which color of light has the shortest wavelength?,Red,Blue,Violet,Green,c
Which of the following has the highest refractive index?,Water,Glass,Air,Diamond,d
What is the reason for the sky appearing blue?,Reflection of light,Refraction of light,Scattering of light,Dispersion of light,c
What type of mirror is used to see side objects in motor vehicles?,Plane Mirror,Concave Mirror,Convex Mirror,Parabolic Mirror,c
Which of the following is NOT a primary color?,Red,Green,Blue,Yellow,d
Which lens is used to correct Astigmatism?,Convex lens,Concave lens,Cylindrical lens,Bifocal lens,c
What is the full form of LED?,Light Emission Diode,Light Enhancing Diode,Light Emitting Diode,Liquid Emitting Diode,c
Dentists use which type of mirror to view an enlarged image of teeth?,Plane mirror,Convex mirror,Concave mirror,Prismatic mirror,c
A patient suffering from hypermetropia cannot clearly see objects closer than 40 cm. Which type of lens is required to correct this vision?,Concave lens,Cylindrical lens,Convex lens,Plano-concave lens,c
What should be the minimum height of a plane mirror to allow a person to see their full image?,Equal to the person's height,Twice the person's height,Half of the person's height,One-fourth of the person's height,c
"If a red rose is observed through a blue filter, what color will it appear to be?",Red,Blue,Violet,Black,d
What happens to the image formed by a convex lens on a screen if the upper portion of the lens is covered with opaque paper?,The image disappears,Only the lower half of the image is visible,"The complete image is formed, but its intensity decreases",The image becomes blurred,c
Which color of light possesses the shortest wavelength?,Red,Blue,Green,Violet,d
Which color of light has maximum energy?,Red,Green,Yellow,Blue,d
Which combination of colors would be most suitable for a sun umbrella?,Black on top and White on the inside,White on top and White on the inside,Black on top and Black on the inside,White on top and Black on the inside,d
Which of the following materials has the highest refractive index?,Glass,Water,Diamond,Air,c
What is the primary reason for the sky appearing blue?,Reflection of light,Refraction of light,Scattering of light,Dispersion of light,c
Which color of light travels fastest in a medium other than vacuum or air?,Violet,Blue,Green,Red,d
What type of mirror is typically used to see side objects in motor vehicles?,Plane mirror,Concave mirror,Convex mirror,Parabolic mirror,c
The blue color of sea water is primarily due to which phenomenon?,Absorption of light by water,Reflection of light by water,Refraction of light by water,Scattering of light by water,d
What is the purpose of using oil immersion in an optical microscope?,To increase the magnification,To decrease the magnification,To increase the resolving power of the microscope,To decrease the resolving power of the microscope,c
What is formed when an opaque object obstructs the path of light?,Reflection,Refraction,Shadow,Image,c
Which of the following sets represents the primary colors?,"Red, Yellow, Blue","Red, Green, Yellow","Red, Green, Blue","Yellow, Blue, Green",c
Which type of lens is used to correct astigmatism?,Convex lens,Concave lens,Cylindrical lens,Bifocal lens,c
"What does the acronym LED stand for, in the context of energy-rich lighting?",Light Emission Device,Light Enhancing Diode,Light Emitting Diode,Light Energy Distributor,c
"If a red rose is viewed through a blue filter, what color will it appear?",Red,Blue,Violet,Black,d
Which color of light has the maximum energy?,Red,Green,Blue,Yellow,c
Which material has the highest refractive index?,Glass,Water,Diamond,Air,c
What type of lens is used to correct Astigmatism?,Convex lens,Concave lens,Cylindrical lens,Bifocal lens,c
A patient suffering from hypermetropia cannot clearly see objects closer than 40 cm. Which type of lens is required to correct this condition?,Concave lens,Cylindrical lens,Convex lens,Plano-concave lens,c
What is the required minimum height of a plane mirror for a person to view their full image?,Equal to the person's height,Twice the person's height,One-fourth of the person's height,Half of the person's height,d
What happens to the image formed by a convex lens if the upper half of the lens is covered with opaque paper?,Half of the image disappears,The image becomes blurred,The complete image is formed with reduced intensity,No image is formed,c
Which combination of colors is considered best for a sun umbrella?,Black on top and White on the inside,White on both sides,Black on both sides,White on top and Black on the inside,d
Which of the following materials exhibits the highest refractive index?,Glass,Water,Diamond,Air,c
What phenomenon explains why the sky appears blue?,Reflection of light,Refraction of light,Scattering of light,Dispersion of light,c
"In a medium other than vacuum or air, which color of light travels fastest?",Violet,Blue,Green,Red,d
What type of mirror is typically used in motor vehicles to view side objects?,Plane Mirror,Concave Mirror,Convex Mirror,Parabolic Mirror,c
What causes the sea water to appear blue?,Reflection of the sky,Absorption of light by water,Scattering of light by water,Presence of algae,c
What is the primary purpose of using oil immersion in an optical microscope?,To increase magnification,To decrease the resolving power,To increase the resolving power,To reduce glare,c
"When an opaque object obstructs the path of light, what is formed?",Image,Reflection,Shadow,Refraction,c
Which of the following sets represents the primary colors of light?,"Red, Yellow, Blue","Red, Green, Yellow","Red, Green, Blue","Cyan, Magenta, Yellow",c
Which type of mirror is used by dentists to view an enlarged image of teeth?,Plane mirror,Convex mirror,Concave mirror,Prismatic mirror,c
What does the acronym LED stand for?,Light Emission Device,Light Energy Diode,Light Emitting Diode,Liquid Emitting Display,c
"What is the primary function of a 'Very Light Pistol' when used at night, according to the text?",To signal for help over long distances,To start a fire for warmth,To illuminate a place briefly,To scare away wild animals,c
Who is credited with propounding the wave theory of light?,Einstein,Newton,Huygens,Maxwell,c
"If a red rose is observed through green light, what color will it appear to be?",Green,Red,Black,Yellow,c
"According to the text, which of the following is NOT necessarily an advantage of optical communication?",Low cost,High speed,Secure data transmission,Immunity to electromagnetic interference,b
What is the main reason for the propagation of light in the atmosphere?,Refraction,Diffraction,Dust particles (Scattering),Reflection,c
Which surface reflects more sunlight according to the provided information?,A dark forest,A calm ocean,Land covered with fresh snow,A black asphalt road,c
How should two identical bulbs be connected to obtain more light?,In series,One after the other,In parallel,Using a transformer,c
What type of cells convert solar energy into electrical energy?,Electrolytic cells,Photovoltaic cells,Dry cells,Fuel cells,b
The formation of a mirage is an example of which phenomenon?,Refraction,Reflection,Total Internal Reflection,Diffraction,c
"What does a black body NOT do, according to the text?",Absorb radiation,Emit radiation,Refract radiation,Conduct heat,c
For which theory did Einstein receive the Nobel Prize?,Theory of Relativity,Theory of Photoelectric effect,Theory of Special Relativity,Theory of General Relativity,b
Which of the following has the maximum velocity?,Sound,Water waves,Light,Radio waves,c
"In hypermetropia (farsightedness), where is the image formed?",In front of the retina,On the retina,Behind the retina,Inside the lens,c
Approximately how long does it take for light to reach the Earth from the Sun?,2 minutes,1 hour,About 8 minutes,24 hours,c
"According to the text, how do we get sunlight in a room?",By Reflection,By Refraction,By Scattering,By Convection,c
A rainbow is visible due to which phenomenon?,Reflection of sunlight,Refraction of sunlight,Dispersion of sunlight,Interference of sunlight,c
Which color appears in the middle of the rainbow?,Red color,Blue color,Green color,Violet color,c
What is the number of colors present in sunlight?,5,6,7,8,c
The use of an endoscope by doctors to view internal organs is based on which principle?,Refraction of light,Reflection of light,Total internal reflection of light,Dispersion of light,c
What is the primary function of a 'Very Light Pistol' when used at night?,To signal distress over long distances,To temporarily illuminate an area,To create a diversion,To measure atmospheric pressure,b
Who is credited with the proposition of the wave theory of light?,Newton,Einstein,Huygens,Planck,c
"If a red rose is observed under green light, what color will it appear to be?",Red,Green,Black,Yellow,c
What is identified as the primary cause for the propagation of light within the Earth's atmosphere?,Refraction,Reflection,Dust particles (Scattering),Absorption,c
Which surface is known to reflect the most sunlight?,Dry Soil,Dense Forest,Water Body,Land covered with fresh snow,d
"To maximize light output from two identical bulbs, how should they be connected?",In series,In parallel,One after the other,It does not matter how they are connected,b
What device is primarily used to convert solar energy into electrical energy?,Steam turbines,Photovoltaic cells,Fuel cells,Electromagnets,b
The phenomenon of mirage formation is attributed to which optical effect?,Diffraction,Total Internal Reflection,Refraction,Interference,b
Which of the following actions does a black body NOT perform?,Absorption of radiation,Emission of radiation,Refraction of radiation,Complete absorption of specific wavelengths,c
For which discovery or theory did Einstein receive the Nobel Prize?,Theory of Relativity,Brownian Motion,Theory of Photoelectric effect,E=mc^2,c
"In individuals with hypermetropia, where is the image formed?",On the retina,In front of the retina,Behind the retina,Within the lens,c
Approximately how long does it take for light to travel from the Sun to the Earth?,About 2 minutes,About 8 minutes,About 16 minutes,About 24 minutes,b
The presence of sunlight within a room is primarily due to which phenomenon?,Reflection,Scattering,Refraction,Diffraction,b
Which atmospheric phenomenon is visible as a result of the dispersion of sunlight?,Halo,Corona,Rainbow,Aurora,c
Which color is situated approximately in the middle of a rainbow?,Red color,Blue color,Green color,Yellow color,c
How many distinct colors constitute sunlight?,3,5,7,9,c
The use of endoscopes by doctors to view internal organs is based on what principle of light?,Diffraction,Refraction,Principle of total internal reflection of light,Polarization,c
What color does a red rose appear when viewed through green light?,Red,Green,Black,Yellow,c
"According to the text, which of the following is NOT an advantage of optical communication in specific contexts?",High bandwidth,Low interference,High speed,Secure data transmission,c
What is the primary reason for the propagation of light within the Earth's atmosphere?,Refraction,Diffraction,Scattering,Reflection,c
Which type of surface reflects the most sunlight?,Dark soil,Dense forest,Ocean water,Land covered with fresh snow,d
How should two identical bulbs be connected to achieve maximum light output?,In series,In parallel,One after the other,Using a transformer,b
The formation of a mirage is a direct result of which optical phenomenon?,Refraction,Dispersion,Total Internal Reflection,Diffraction,c
What optical process does a black body NOT exhibit?,Absorption of radiation,Emission of radiation,Refraction of radiation,Reflection of radiation,c
For which discovery or theory was Einstein awarded the Nobel Prize?,Theory of Relativity,Brownian Motion,Theory of Photoelectric effect,Mass-Energy Equivalence,c
Which of the following has the highest velocity?,Sound,Water Waves,Light,Radio Waves,c
"In the condition of hypermetropia, where is the image formed in relation to the retina?",On the retina,In front of the retina,Behind the retina,Within the lens,c
We experience sunlight in a room primarily due to which phenomenon?,Reflection,Refraction,Scattering,Diffraction,c
Which atmospheric phenomenon is visible due to the dispersion of sunlight?,Halo,Corona,Rainbow,Aurora,c
Which color appears in the middle of a rainbow?,Red,Blue,Green,Yellow,c
How many colors are present in sunlight?,3,5,7,9,c
An endoscope uses what principle of light to allow doctors to see internal organs?,Refraction,Diffraction,Total internal reflection,Polarization,c
What is the primary purpose of a 'Very Light Pistol' when used during nighttime?,To signal for help over long distances,To temporarily illuminate a specific area,To create a diversion for tactical purposes,To scare away wild animals,b
What is the perceived color of a red rose when viewed under green light illumination?,Green,Red,Black,Yellow,c
Which of the following is cited as a potential disadvantage of optical communication in certain contexts?,High Bandwidth,Low Noise,High speed,Latency,d
What is the most effective way to connect two identical light bulbs to maximize the overall light output?,In Series,In Parallel,In Sequence,In Tandem,b
What device is used to convert solar energy directly into electrical energy?,Solar Inverters,Photovoltaic cells,Thermal Collectors,Electromagnetic Inductors,b
The phenomenon of mirage formation is a direct result of which optical principle?,Diffraction,Refraction,Total Internal Reflection,Polarization,c
What optical process does a black body NOT undergo?,Emission of radiation,Absorption of radiation,Refraction of radiation,Reflection of radiation,c
For which scientific achievement was Einstein awarded the Nobel Prize?,Theory of Relativity,Brownian Motion,Theory of Photoelectric effect,Mass-Energy Equivalence,c
"In individuals with hypermetropia (farsightedness), where is the image formed relative to the retina?",On the retina,In front of the retina,Behind the retina,Inside the lens,c
How does sunlight enter a room?,By Convection,By Refraction,By Scattering,By Conduction,c
Which phenomenon is responsible for the visible appearance of a rainbow?,Interference of light,Polarization of light,Dispersion of sunlight,Reflection of light,c
How many distinct colors are present in sunlight?,3,5,7,9,c
The use of an endoscope by doctors to view internal organs is based on which principle of light?,Refraction,Interference,Total internal reflection of light,Diffraction,c
An air bubble inside water behaves like which of the following?,Convex lens (Converging lens),Plane mirror,Concave lens (Diverging lens),Convex mirror,c
What phenomenon causes a cut diamond to shine with sparkle?,Refraction,Scattering of light,Total internal reflection,Reflection,c
What is the full form of C.F.L.?,Condensed Fluorescent Light,Compact Filament Lamp,Compact Fluorescent Lamp,Condensed Filament Lamp,c
What causes the color of the sky to appear blue?,Reflection of light,Refraction of light,Total internal reflection,Scattering of light,d
Which type of mirror is used by dentists to examine patients' teeth?,Convex,Plane,Concave,Parabolic,c
A person with myopia can see which of the following clearly?,Objects located far away,Objects located at infinity,Objects located nearby,All objects,c
Myopia is corrected using which type of lens?,Convex lens,Cylindrical lens,Concave lens,Bifocal lens,c
The cause of mirage is?,Refraction of light,Reflection of light,Dispersion of light,Total internal reflection of light,d
What determines the color of light?,Amplitude,Frequency,Wavelength,Intensity,c
What is the nature of the image formed on the retina?,Larger than the object and erect,Same size as the object and inverted,Smaller than the object and erect,Smaller than the object and inverted,d
At which part of the human eye are light waves converted into nerve impulses?,Cornea,Lens,Iris,Retina,d
Which wavelength of visible light is the human eye most sensitive to?,4500 Angstroms (Blue),6500 Angstroms (Red),5500 Angstroms (Yellow-Green),7500 Angstroms (Infrared),c
What is the power of sunglasses?,1 Diopter,0.5 Diopter,0 Diopter,2 Diopter,c
Why is red light used for danger signals?,Its wavelength is the shortest,Its frequency is the highest,Its scattering is the least,Its scattering is the most,c
What is the minimum distance of clear vision for a normal healthy human eye?,10 cm,50 cm,25 cm,100 cm,c
An air bubble inside water behaves like a:,Convex lens (Converging lens),Plane mirror,Concave lens (Diverging lens),Convex mirror,c
A cut diamond shines with sparkle due to:,Refraction,Diffraction,Scattering of light,Total internal reflection,d
Photo-voltaic cells are also known as:,LEDs,Optical fibers,Solar-cells,Laser diodes,c
The minimum distance of clear vision for a normal healthy human eye is:,15 cm,20 cm,30 cm,25 cm,d
Which type of mirror is used to see traffic coming behind a car?,Plane mirror,Concave mirror,Convex mirror,Parabolic mirror,c
"If a point source of light is placed between two parallel plane mirrors, how many images will be formed?",2,1,Finite,Infinite,d
What does C.F.L. stand for?,Carbon Filament Lamp,Compressed Fluorescent Light,Compact Fluorescent Lamp,Coiled Filament Lamp,c
The sky appears blue due to:,Reflection of light,Refraction of light,Dispersion of light,Scattering of light,d
Objects are visible in light due to:,Refraction,Reflection,Transmission,Diffraction,b
Dentists use which type of mirror to see patients' teeth?,Convex,Plane,Concave,Cylindrical,c
A person with Myopia can see:,Distant objects clearly,Objects located nearby clearly,Both near and far objects clearly,Neither near nor far objects clearly,b
Myopia is corrected using:,Convex lens,Cylindrical lens,Concave lens,Prism,c
The color of light is determined by its:,Amplitude,Frequency,Wavelength,Intensity,c
The reason for the Sun and Moon appearing elliptical near the horizon is:,Reflection,Diffraction,Scattering,Refraction,d
The image formed on the retina is:,Larger than the object and erect,Same size as the object and erect,Smaller than the object and erect,Smaller than the object and inverted,d
Diamond appears shiny due to:,Refraction,Reflection,Dispersion,Total Internal Reflection,d
"In the human eye, light waves are converted into nerve impulses on the:",Cornea,Lens,Iris,Retina,d
Focusing in the eye happens by:,Changing the size of the pupil,Changing the convexity of the lens,Moving the eyeball,Adjusting the position of the retina,b
The human eye is most sensitive to which wavelength of visible light?,4500 Angstroms (Blue),6500 Angstroms (Red),5500 Angstroms (Yellow-Green),7500 Angstroms (Infrared),c
The power of sunglasses is:,1 Diopter,0.5 Diopter,2 Diopter,0 Diopter,d
Red light is used for danger signals because:,Its wavelength is the shortest,Its scattering is the most,Its scattering is the least,It is the most vibrant color,c
An air bubble inside water behaves like which type of lens?,Convex lens (Converging lens),Plano-convex lens,Concave lens (Diverging lens),Cylindrical lens,c
Why does a cut diamond shine with sparkle?,Due to refraction,Due to dispersion,Due to reflection,Due to total internal reflection,d
What are Photo-voltaic cells also known as?,Electrolytic cells,LEDs,Solar-cells,Dry cells,c
Which type of mirror is typically used to see traffic coming behind a car?,Plane mirror,Concave mirror,Convex mirror,Parabolic mirror,c
Why is the color of the sky blue?,Due to absorption of light,Due to reflection of light,Due to refraction of light,Due to scattering of light,d
Objects are visible in light due to what phenomenon?,Refraction,Scattering,Reflection,Absorption,c
A person with near-sightedness (Myopia) can see which objects clearly?,Distant objects clearly,All objects clearly,Objects located nearby clearly,No objects clearly,c
The color of light is determined by what property?,Amplitude,Intensity,Wavelength,Frequency,c
Focusing happens in the eye by?,Changing the diameter of the pupil,Changing the shape of the eyeball,Changing the convexity of the lens,Moving the lens forward and backward,c
Photo-voltaic cells are commonly known as?,Laser-cells,Dry-cells,Solar-cells,Fuel-cells,c
What is considered the minimum distance of clear vision for a normal healthy human eye?,15 cm,30 cm,20 cm,25 cm,d
The color of the sky appears blue due to what phenomenon?,Reflection of light,Refraction of light,Dispersion of light,Scattering of light,d
Which type of mirror do dentists use to examine patients' teeth?,Plane,Convex,Concave,Parabolic,c
A person with near-sightedness (Myopia) can clearly see?,Objects located far away,No objects at all,Objects located nearby,Only very large objects,c
Myopia is corrected by using which type of lens?,Convex lens,Cylindrical lens,Plano-convex lens,Concave lens,d
What is the primary cause of the Mirage effect?,Diffraction of light,Scattering of light,Refraction of light,Total internal reflection of light,d
The image formed on the retina is best described as?,Larger than the object and erect,Same size as the object and erect,Smaller than the object and erect,Smaller than the object and inverted,d
A diamond appears shiny primarily due to?,Refraction of light,Diffraction of light,Scattering of light,Total Internal Reflection,d
"In the human eye, where are light waves converted into nerve impulses?",Cornea,Lens,Iris,Retina,d
Focusing in the human eye is primarily accomplished by?,Changing the size of the pupil,Moving the eyeball,Changing the curvature of the cornea,Changing the convexity of the lens,d
"What is the power of sunglasses, typically?",1 Diopter,0.5 Diopter,2 Diopter,0 Diopter,d
What is the appropriate color combination in an umbrella to protect from the sun?,"Black on top, white below",White on both sides,Black on both sides,"White on top, black below",d
The concept of 'Expanding Universe' is based on?,Newton's law,Doppler effect,Hooke's law,Kepler's law,b
The reason for the red color of the sun at sunset and sunrise is?,Refraction of light,Diffraction of light,Scattering of light,Reflection of light,c
The image formed by an astronomical telescope is?,Real and inverted,Real and diminished,Virtual and magnified,Virtual and diminished,c
The mirror used in a Searchlight is?,Convex mirror,Plane mirror,Concave mirror,Cylindrical mirror,c
The sensitivity of the eye is maximum?,Between Red and Blue colors,Between Orange and Red colors,Between Yellow and Green colors,Between Blue and Green colors,c
The wavelength range of visible light is?,Between 200-500 nm,Between 800-1200 nm,Between 390-780 nm,Between 100-300 nm,c
Which of the following is NOT used in night vision cameras?,Infrared radiation,X-ray radiation from objects,Thermal radiation,Heat signatures,b
The color of a star indicates?,Its distance from Earth,Its temperature,Its size,Its density,b
"When light goes from one medium to another, what remains unchanged?",Wavelength,Velocity,Amplitude,Frequency,d
Burning of the retina during a total solar eclipse is caused by which ray of the sun?,Infrared (IR) light,Visible light,Ultraviolet (UV) light,Gamma rays,c
Multiple images of a rapidly rotated object in front of a TV screen are seen due to?,Refraction,Interference,Stroboscopic effect,Polarization,c
'Blind spot' and 'Yellow spot' are found in the?,Cornea,Lens,Retina,Iris,c
Scientists have recently created the world's smallest light bulb with the help of?,Carbon nanotubes,Silicon,Graphene,Diamond,c
"To see the full image of a person, the minimum height of a plane mirror should be?",Equal to the person's height,Twice the person's height,Half of the person's height,One-fourth of the person's height,c
The radius of curvature of a plane mirror is?,Zero,One,Finite,Infinite,d
The velocity of light is maximum?,In water,In glass,In air,In Vacuum,d
What color combination is considered appropriate in an umbrella to protect from the sun?,"Black on top, white below","White on top, black below","Red on top, blue below","Blue on top, red below",b
The color of light is determined by which of its properties?,Intensity,Amplitude,Frequency,Wavelength,d
The concept of the 'Expanding Universe' is based on what phenomenon?,Newton's Laws,Doppler effect,Quantum Entanglement,Special Relativity,b
What is the primary reason for the red color of the sun at sunset and sunrise?,Refraction of light,Diffraction of light,Scattering of light,Polarization of light,c
What type of image is formed by an astronomical telescope?,Real and diminished,Real and magnified,Virtual and diminished,Virtual and magnified,d
Which type of mirror is commonly used in a searchlight?,Plane mirror,Convex mirror,Concave mirror,Cylindrical mirror,c
The human eye exhibits maximum sensitivity between which two colors?,Red and Blue,Blue and Violet,Yellow and Green,Orange and Red,c
What is the approximate wavelength range of visible light?,100-300 nm,390-780 nm,800-1200 nm,1500-2000 nm,b
Which type of radiation is NOT used in night vision cameras?,Infrared radiation,X-ray radiation,Thermal radiation,Microwave radiation,b
What property of a star does its color primarily indicate?,Its size,Its mass,Its temperature,Its distance from Earth,c
"When light travels from one medium to another, which property remains unchanged?",Wavelength,Velocity,Frequency,Amplitude,c
Which type of solar radiation is responsible for causing irreversible damage to the retina during a total solar eclipse?,Infrared (IR) light,Visible light,Ultraviolet (UV) light,Microwave radiation,c
The phenomenon of seeing multiple images when a pencil-like object is rotated rapidly in front of a running TV screen is known as what?,Refraction,Diffraction,Stroboscopic effect,Interference,c
Where are the 'Blind spot' and 'Yellow spot' located in the eye?,In the Lens,In the Cornea,In the Retina,In the Iris,c
How does the image formed on the retina compare to the actual object?,Larger than the object and erect,Larger than the object and inverted,Smaller than the object and erect,Smaller than the object and inverted,d
Scientists recently created the world's smallest light bulb with the help of which material?,Silicon,Diamond,Graphene,Tungsten,c
"To see the full image of a person in a plane mirror, what should be the minimum height of the mirror?",Equal to the person's height,Twice the person's height,Half of the person's height,One-fourth of the person's height,c
What is the radius of curvature of a plane mirror?,Zero,One meter,Infinite,Depends on the size of the mirror,c
In which medium is the velocity of light maximum?,Water,Glass,Air,Vacuum,d
What color combination is considered appropriate in an umbrella for protection from the sun?,"Black on top, white below","White on top, white below","Black on top, black below","White on top, black below",d
The color of light is determined by which of the following?,Amplitude,Frequency,Wavelength,Intensity,c
The concept of the 'Expanding Universe' is based on which of the following?,Tyndall Effect,Raman Effect,Photoelectric Effect,Doppler effect,d
What is the primary reason for the red color of the sun during sunset and sunrise?,Refraction of light,Diffraction of light,Scattering of light,Interference of light,c
What are the characteristics of the image formed by an astronomical telescope?,Real and Diminished,Virtual and Diminished,Real and Magnified,Virtual and Magnified,d
Which type of mirror is typically used in a searchlight?,Plane mirror,Convex mirror,Concave mirror,Cylindrical mirror,c
The human eye's sensitivity to light is maximum between which colors?,Blue and Violet,Red and Orange,Yellow and Green,Indigo and Blue,c
What does the color of a star indicate?,Its density,Its mass,Its temperature,Its distance from Earth,c
"When light transitions from one medium to another, which property remains unchanged?",Wavelength,Velocity,Frequency,Amplitude,c
Which type of solar ray is responsible for causing irreversible damage to the eye during a total solar eclipse?,Infrared (IR) light,Visible light,Ultraviolet (UV) light,Microwaves,c
The phenomenon of seeing multiple images when a pencil-like object is rotated rapidly in front of a running TV screen is due to what effect?,Doppler effect,Photoelectric effect,Stroboscopic effect,Tyndall effect,c
In which part of the eye are the 'Blind spot' and 'Yellow spot' found?,Cornea,Lens,Retina,Iris,c
What are the characteristics of the image formed on the retina?,Larger than the object and erect,Same size as the object and erect,Smaller than the object and erect,Smaller than the object and inverted,d
"According to the provided information, which color combination is considered appropriate for an umbrella to provide protection from the sun?","Black on top, white below","White on top, black below","Red on top, blue below","Blue on top, red below",b
The color of light is determined by which of the following properties?,Frequency,Amplitude,Wavelength,Intensity,c
The concept of 'Expanding Universe' is based on which of the following effects?,Photoelectric effect,Doppler effect,Brownian motion,Tyndall effect,b
"What is the reason for the red color of the sun at sunset and sunrise, as mentioned in the text?",Refraction of light,Diffraction of light,Scattering of light,Interference of light,c
"According to the text, what type of image is formed by an astronomical telescope?",Real and diminished,Real and magnified,Virtual and diminished,Virtual and magnified,d
Which type of mirror is used in a Searchlight?,Plane mirror,Convex mirror,Concave mirror,Cylindrical mirror,c
The sensitivity of the eye is maximum between which colors?,Red and Blue,Blue and Green,Yellow and Red,Yellow and Green,d
"What is the approximate wavelength range of visible light, according to the provided text?",200-500 nm,390-780 nm,800-1200 nm,1200-1600 nm,b
"Which of the following is NOT used in night vision cameras, according to the text?",Infrared radiation,X-ray radiation,Heat signatures,Thermal imaging,b
"According to the text, what does the color of a star indicate?",Its mass,Its density,Its temperature,Its distance from Earth,c
"When light goes from one medium to another, which property remains unchanged?",Velocity,Wavelength,Frequency,Amplitude,c
Looking directly at the sun during a total solar eclipse can cause irreversible damage to the eye due to which type of radiation?,Infrared (IR) light,Microwave radiation,Ultraviolet (UV) light,Visible light,c
The appearance of multiple images when a pencil-like object is rotated rapidly in front of a running TV screen or tubelight is due to which effect?,Refraction effect,Diffraction effect,Stroboscopic effect,Interference effect,c
'Blind spot' and 'Yellow spot' are found in which part of the eye?,Cornea,Lens,Retina,Iris,c
"According to the text, how does the image formed on the retina compare to the actual object?",Larger and erect,Larger and inverted,Smaller and erect,Smaller than the object and inverted,d
Scientists have recently created the world's smallest light bulb with the help of which material?,Silicon,Germanium,Graphene,Diamond,c
"According to the text, the velocity of light is maximum in which medium?",Water,Glass,Air,Vacuum,d
"Which alkaloid, when in a very dilute solution, is used to dilate the pupil of human eyes?",Quinine,Morphine,Atropine,Cocaine,c
Why does light appear to travel in a straight line?,Due to its high velocity,Due to reflection,The wavelength of light is very small,Due to its particle nature,c
"From an environmental perspective, which energy source is considered the best for maintaining cleanliness?",Nuclear power,Fossil fuels,Solar cell,Hydroelectric power,c
Why does a rod immersed in a vessel filled with water appear bent?,Due to diffraction,Due to interference,Due to reflection,Due to refraction,d
The oval appearance of the sun immediately before sunrise or sunset is due to what phenomenon?,Diffraction,Interference,Reflection,Refraction,d
"When an object is placed between two parallel plane mirrors, how many images are formed?",Two,One,Infinite,Four,c
Laser is a device by which what is generated?,Ordinary light,Incoherent radiation,Stimulated radiation,Heat waves,c
