Question,Option A,Option B,Option C,Option D,Correct Answer
Who led the Swadeshi movement in Delhi?,Chidambaram Pillai,Surendranath Banerjee,Syed Haider Raza,Aurobindo Ghosh,c
The Swadeshi movement in Madras was led by—,Syed Haider Raza,Surendranath Banerjee,Chidambaram Pillai,Aurobindo Ghosh,c
The pledge to use only Indian-made goods during the independence movement is referred to as which movement?,Swaraj Movement,Home Rule Movement,Indigenous Movement,Non-Cooperation Movement,c
In which session did Dadabhai Naoroji declare Swaraj as the goal of India's political efforts?,"Surat Session, 1907","Lahore Session, 1929","Calcutta Session, 1906","Karachi Session, 1931",c
In what year did the first partition of Bengal take place?,1911 AD,1909 AD,1906 AD,1905 AD,d
On what date was the Swadeshi Movement formally announced?,"August 15, 1905","July 7, 1905","August 7, 1905","September 7, 1905",c
What was the name of the shop opened by Bal Gangadhar Tilak and Sir Ratanji Tata selling indigenous goods?,Indian Emporium Ltd.,Swadeshi Bhandar,Bombay Swadeshi Co-operative Shop Company Ltd.,Tilak & Tata Enterprises,c
Which movement was started by Lal Bal Pal?,Khilafat Movement,Quit India Movement,Civil Disobedience Movement,Swadeshi Movement,d
Which movement encouraged cotton production in pre-independence India?,Non-Cooperation Movement,Khilafat Movement,Swadeshi Movement,Civil Disobedience Movement,c
What were the colors of the tricolour flag designed during the Swadeshi movement in Bengal?,"Saffron, White and Green","Blue, White and Red","Red, White and Blue","Red, Green and Yellow",d
Who made the statement that “burning foreign cloth is a cruel waste”?,Mahatma Gandhi,Jawaharlal Nehru,Rabindranath Tagore,Subhas Chandra Bose,c
Who were known as 'Swadeshi' according to the text?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Subhas Chandra Bose,c
In which year was the emphasis on giving 'self-government' to India continuously laid on by Dadabhai Naoroji?,1906,1905,1904,1903,c
Who first suggested the boycott of British goods?,Surendranath Banerjee,Bipin Chandra Pal,Krishna Kumar Mitra,Aurobindo Ghosh,c
The pledge to use only Indian-made goods during the independence movement is called the _______ movement.,Swaraj,Boycott,Indigenous,Home Rule,c
"Who declared Swaraj as the goal of India's political efforts in the Calcutta session, 1906?",Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Subhas Chandra Bose,c
On which date was the Swadeshi Movement formally announced?,"August 15, 1905","July 7, 1905","August 7, 1905","September 7, 1905",c
What was the name of the shop opened by Bal Gangadhar Tilak and Sir Ratanji Tata in 1905?,Indian Emporium,Bombay Swadeshi Co-operative Shop Company Ltd.,Tilak & Tata Enterprises,Swadeshi Bhandar,b
What were the colours of the tricolour flag designed during the Swadeshi movement in Bengal?,"Saffron, White, Green","Red, White, Blue","Red, Green and Yellow","Blue, White, Red",c
Vande Mataram became the title song of the Indian National Movement during the:,Non-Cooperation movement,Civil disobedience movement,Quit India Movement,Swadeshi movement,d
Who advocated 'Swadeshi'?,Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Subhas Chandra Bose,c
"In 1904, who continuously laid emphasis on giving 'self-government' to India?",Mahatma Gandhi,Jawaharlal Nehru,Dadabhai Naoroji,Subhas Chandra Bose,c
The Swadeshi movement was led in Delhi by-,Krishna Kumar Mitra,Surendranath Banerjee,Syed Haider Raza,Chidambaram Pillai,c
"Who made the statement, 'The best way to deal with foreign clothes is to destroy them'?",Jawaharlal Nehru,Subhas Chandra Bose,Mahatma Gandhi,Sardar Vallabhbhai Patel,c
"The partition of Bengal, resulting in the creation of the Muslim-majority province of East Bengal, occurred in which year?",1911,1909,1905,1919,c
Lord Curzon announced the partition of Bengal in the year:,1906,1903,1900,1905,d
Which incident happened in 1905 before the partition of Bengal?,Champaran Satyagraha,Dandi March,Murder of the Plague Commissioner by the Chapekar brothers,Quit India Movement,c
"Who painted his famous image of Bharat Mata, depicted as an ascetic figure, inspired by the Swadeshi movement?",Raja Ravi Varma,Nandalal Bose,Abanindranath Tagore,Jamini Roy,c
Who was primarily responsible for the partition of Bengal in 1905?,Lord Mountbatten,Lord Irwin,Lord Curzon,Lord Dalhousie,c
"According to the text, what was the real reason behind Lord Curzon's decision to partition Bengal?",Administrative convenience,Economic development,The British policy of divide and rule,Educational reforms,c
"During the Indian National Movement, which item was considered a symbol of human society because it did not glorify machines and technology?",The printing press,The telegraph,The spinning wheel,The railway,c
"Besides Bipin Chandra Pal, who were the other two popular freedom fighters known as the 'Lal-Bal-Pal' group?",Jawaharlal Nehru and Mahatma Gandhi,Bal Gangadhar Tilak and Lala Lajpat Rai,Subhas Chandra Bose and Sardar Vallabhbhai Patel,Rajendra Prasad and C. Rajagopalachari,b
In which Uttar Pradesh city was Pandit Ram Prasad Bismil hanged in the Kakori conspiracy case?,Lucknow,Kanpur,Gorakhpur,Varanasi,c
Which revolutionary was NOT related to the Kakori train incident?,Ashfaqulla Khan,Ram Prasad Bismil,Khudiram Bose,Roshan Singh,c
"According to the text, who said, 'The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists'?",Mahatma Gandhi,Jawaharlal Nehru,Bhagat Singh,Subhas Chandra Bose,c
In which city was the 'Hindustan Republican Association' (HRA) formed in October 1924?,Allahabad,Kanpur,Delhi,Lahore,b
Who among the following was NOT a part of 1926 revolutionary movements?,Surya Sen,Ambika Chakraborty,Bhagat Singh, सुखदेव,b
Who was the woman revolutionary arrested along with Surya Sen?,Pritilata Waddedar,Sarojini Naidu,Kalpana Dutt,Annie Besant,c
"Who among the following gave the statement, 'The best way to deal with foreign clothes is to destroy them'?",Jawaharlal Nehru,Sardar Vallabhbhai Patel,Mahatma Gandhi,Subhas Chandra Bose,c
The partition of Bengal in 1905 resulted in the creation of which of the following provinces?,United Provinces,Central Provinces,"East Bengal, a Muslim-majority province",Bihar and Orissa,c
In which year did Lord Curzon announce the partition of Bengal?,1900,1903,1905,1911,c
Which incident occurred in 1905 before the partition of Bengal?,Champaran Satyagraha,Quit India Movement,Murder of the Plague Commissioner by the Chapekar brothers,Dandi March,c
"Who painted the famous image of Bharat Mata, depicted as an ascetic figure, inspired by the Swadeshi movement?",Raja Ravi Varma,Nandlal Bose,Abanindranath Tagore,Amrita Sher-Gil,c
Who was responsible for the partition of Bengal in 1905?,Lord Mountbatten,Lord Dalhousie,Lord Curzon,Lord Irwin,c
"According to the text, what was the considered real reason behind Lord Curzon's decision to partition Bengal?",Administrative convenience,Economic development,The British policy of divide and rule,Educational reforms,c
"During the Indian National Movement, which of the following was considered a symbol of human society because it did not glorify machines and technology?",Railways,Telegraph,Spinning wheel,Factories,c
"Who were the other two freedom fighters, besides Bipin Chandra Pal, known as the 'Lal-Bal-Pal' group?",Jawaharlal Nehru and Mahatma Gandhi,Sardar Vallabhbhai Patel and Subhas Chandra Bose,Bal Gangadhar Tilak and Lala Lajpat Rai,Rajendra Prasad and C. Rajagopalachari,c
In which city was Pandit Ram Prasad Bismil hanged in the Kakori conspiracy case?,Lucknow,Kanpur,Gorakhpur,Allahabad,c
"Who stated, 'The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists'?",Mahatma Gandhi,Jawaharlal Nehru,Bhagat Singh,Subhas Chandra Bose,c
Who among the following was arrested along with Surya Sen?,Sarojini Naidu,Kalpana Dutt,Pritilata Waddedar,Annie Besant,b
Which of the following names is NOT associated with the year 1926?,Ambika Chakraborty,Surya Sen,Bhagat Singh,Ram Prasad Bismil,a
The partition of Bengal in 1905 resulted in which of the following?,Creation of United Bengal,Creation of the Muslim-majority province of East Bengal,Formation of Bangladesh,Dissolution of the Indian National Congress,b
"Who painted his famous image of Bharat Mata, depicting her as an ascetic figure, inspired by the Swadeshi movement?",Raja Ravi Varma,Nandalal Bose,Abanindranath Tagore,Amrita Sher-Gil,c
The British policy of divide and rule is considered to be the real reason behind which of the following events?,The formation of the Indian National Congress,The partition of India in 1947,The partition of Bengal in 1905,The Jallianwala Bagh massacre,c
"Who were the other two freedom fighters known as the 'Lal-Bal-Pal' group, along with Bipin Chandra Pal?",Jawaharlal Nehru and Mahatma Gandhi,Sardar Vallabhbhai Patel and Subhas Chandra Bose,Bal Gangadhar Tilak and Lala Lajpat Rai,Rajendra Prasad and C. Rajagopalachari,c
Who among the following said: “ The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists” ?,Mahatma Gandhi,Jawaharlal Nehru,Bhagat Singh,Subhas Chandra Bose,c
Who was the woman revolutionary who was arrested along with Surya Sen?,Sarojini Naidu,Kalpana Dutt,Annie Besant,Lakshmi Sehgal,b
Identify the INCORRECT statement regarding events mentioned in the text.,Lord Curzon announced the partition of Bengal in 1905.,The Chapekar brothers were involved in the murder of the Plague Commissioner.,Abanindranath Tagore painted his famous image of Bharat Mata.,The Kakori train incident happened in 1924.,d
"The partition of Bengal, resulting in the creation of a Muslim-majority province of East Bengal, occurred in which year?",1911,1909,1905,1919,c
Who announced the partition of Bengal in 1905 while serving as the Viceroy of India?,Lord Irwin,Lord Mountbatten,Lord Curzon,Lord Wavell,c
What is considered the real reason behind Lord Curzon's decision to partition Bengal?,Economic disparity,Administrative convenience,The British policy of divide and rule,Educational reforms,c
"Besides Bipin Chandra Pal, who were the other two freedom fighters known as the 'Lal-Bal-Pal' group?",Mahatma Gandhi and Jawaharlal Nehru,Bal Gangadhar Tilak and Lala Lajpat Rai,Subhas Chandra Bose and Bhagat Singh,Sardar Vallabhbhai Patel and Rajendra Prasad,b
"Who said, 'The farmers themselves have to be freed not only from foreign chains but also from landlords and capitalists'?",Jawaharlal Nehru,Mahatma Gandhi,Bhagat Singh,Subhas Chandra Bose,c
Who among the following woman revolutionary was arrested along with Surya Sen?,Sarojini Naidu,Kalpana Dutt,Pritilata Waddedar,Lakshmi Sahgal,b
Which of the following were NOT associated with 1926 revolutionary movements?,Bhagat Singh,Ambika Chakraborty,Sukhdev,Rajguru,b
Who among the following was the public prosecutor in the Kakori case?,Chandra Shekhar Azad,Jagat Narayan Mulla,Bhagat Singh,Ram Prasad Bismil,b
Which of the following revolutionaries escaped from police arrest in the Kakori Conspiracy Case?,Ashfaq Ullah Khan,Ram Prasad Bismil,Chandra Shekhar Azad,Bhagat Singh,c
In which year was the Hindustan Republican Association formed?,1929,1913,1924,1916,c
Who is known as the 'Father of Indian unrest'?,Gopal Krishna Gokhale,Bhagat Singh,B.G. Tilak,Lala Lajpat Rai,c
In which prison was Pt. Ram Prasad Bismil hanged?,Kanpur,Gorakhpur,Berlin,England,b
Which revolutionaries were hanged in England for the murder of British officers?,Bhagat Singh and Rajguru,Madan Lal Dhingra and Udham Singh,Ashfaq Ullah Khan and Sukhdev,Ram Prasad Bismil and Chandra Shekhar Azad,b
Who was the first recorded Muslim to be hanged for Indian independence?,Udham Singh,Bhagat Singh,Ashfaq Ullah Khan,Madan Lal Dhingra,c
Who was the woman revolutionary who shot at the British Governor (Chancellor) at a convocation ceremony?,Sarojini Naidu,Bina Das,Annie Besant,Kamala Nehru,b
Who did Lala Lajpat Rai consider his political guru?,Gopal Krishna Gokhale,Mazzini,B.G. Tilak,Bhagat Singh,b
The statement “ Criticism and independent thinking are the two characteristics of a revolutionary” was made by which leader?,B.G. Tilak,Mazzini,Bhagat Singh,Gopal Krishna Gokhale,c
Who was the first Indian to be sent to jail for performing his duties as a journalist?,Bhagat Singh,Gopal Krishna Gokhale,B.G. Tilak,Madan Lal Dhingra,c
The statement “ The sword of revolution is sharpened on the tinder stone of ideas” was said by whom?,B.G. Tilak,Mazzini,Bhagat Singh,Gopal Krishna Gokhale,c
Who among the following were hanged as a result of the Lahore Conspiracy Case?,"Chandra Shekhar Azad, Sukhdev, Rajguru","Bhagat Singh, Rajguru, Sukhdev","Madan Lal Dhingra, Udham Singh, Ashfaq Ullah Khan","Ram Prasad Bismil, Ashfaq Ullah Khan, Rajguru",b
"Who was accused of practicing the politics of persuasion, entreaty, and opposition?",Bhagat Singh,Gopal Krishna Gokhale,B.G. Tilak,Madan Lal Dhingra,c
Which of the following is NOT associated with Gopal Krishna Gokhale?,He presided over the Varanasi session of the Congress.,He founded the Servants of India Society.,He was involved in the Kakori Conspiracy Case.,He served with Gandhiji in South Africa.,c
Match the following freedom fighters with the region they were related to:,"Lal - Maharashtra, Bal - Punjab, Pal - Bengal","Lal - Punjab, Bal - Maharashtra, Pal - Bengal","Lal - Bengal, Bal - Punjab, Pal - Maharashtra","Lal - Maharashtra, Bal - Bengal, Pal - Punjab",b
In which year did the first division in the Congress occur?,1913,1929,1907,1916,c
Who among the following was a consciously secular thinker?,B.G. Tilak,Mazzini,Bhagat Singh,Gopal Krishna Gokhale,c
Which of the following statements is INCORRECT regarding the provided information?,The Hindustan Republican Association was formed in Kanpur.,B.G. Tilak was accused of practicing the politics of persuasion.,Ashfaq Ullah Khan was the first recorded Muslim to be hanged for Indian independence.,Bhagat Singh made the statement “ Criticism and independent thinking are the two characteristics of a revolutionary”.,a
Who was the public prosecutor in the Kakori case?,Chandra Shekhar Azad,Jagat Narayan Mulla,Bhagat Singh,Ashfaq Ullah Khan,b
Which revolutionary escaped from police arrest in the Kakori Conspiracy Case?,Ram Prasad Bismil,Udham Singh,Chandra Shekhar Azad,Bhagat Singh,c
Which revolutionary was hanged in England for the murder of British officers?,Ashfaq Ullah Khan,Bina Das,Madan Lal Dhingra,Rajguru,c
Which woman revolutionary shot at the British Governor while receiving her degree?,Sarojini Naidu,Bina Das,Annie Besant,Lakshmi Bai,b
"Who stated, ""Criticism and independent thinking are the two characteristics of a revolutionary""?",B.G. Tilak,Gopal Krishna Gokhale,Bhagat Singh,Madan Lal Dhingra,c
"Who said, “The sword of revolution is sharpened on the tinder stone of ideas”?",B.G. Tilak,Gopal Krishna Gokhale,Bhagat Singh,Madan Lal Dhingra,c
Who were hanged as a result of the Lahore Conspiracy Case?,"Gandhi, Nehru, Patel","Tilak, Gokhale, Ranade","Bhagat Singh, Rajguru, Sukhdev","Azad, Bismil, Ashfaq",c
Who presided over the Varanasi session of the Congress and founded the Servants of India Society?,B.G. Tilak,Gopal Krishna Gokhale,Bhagat Singh,Madan Lal Dhingra,b
"The freedom fighters Lal, Bal, Pal were respectively related to which regions?","Bengal, Maharashtra, Punjab","Punjab, Bengal, Maharashtra","Maharashtra, Bengal, Punjab","Punjab, Maharashtra, Bengal",d
In which year was the Congress first divided?,1913,1916,1907,1929,c
Who were considered consciously secular thinkers?,B.G. Tilak,Gopal Krishna Gokhale,Bhagat Singh,Madan Lal Dhingra,c
"Arrange the following events in chronological order:
1. Establishment of Ghadar Party
2. Central Assembly Bomb Case
3. Establishment of the Indian Independence Committee in Berlin",1-2-3,3-2-1,1-3-2,2-3-1,c
"Match the following events with their respective years:
Column I (Event) 		 Column II (Year)
A. Establishment of Ghadar Party 	 1. 1929
B. Establishment of the Indian Independence Committee in Berlin 	 2. 1913
C. Central Assembly Bomb Case 		 3. 1916","A-2, B-3, C-1","A-3, B-2, C-1","A-1, B-2, C-3","A-2, B-1, C-3",a
Which of the following statements is INCORRECT regarding Gopal Krishna Gokhale?,He presided over the Varanasi session of the Congress.,He led the liberals after the Surat split.,He was hanged for the murder of British officers.,He founded the Servants of India Society.,c
Which of the following freedom fighters escaped from police arrest in the Kakori Conspiracy Case?,Ashfaq Ullah Khan,Pt. Ram Prasad Bismil,Chandra Shekhar Azad,Madan Lal Dhingra,c
Pt. Ram Prasad Bismil was hanged in which of the following prisons?,Kanpur,Gorakhpur,Berlin,Lahore,b
Who did Lala Lajpat Rai consider as his political guru?,Tilak,Gokhale,Mazzini,Bhagat Singh,c
Who made the statement: “Criticism and independent thinking are the two characteristics of a revolutionary”?,Gopal Krishna Gokhale,B.G. Tilak,Bhagat Singh,Madan Lal Dhingra,c
"Match the following freedom fighters with their respective regions:
Lal - Bal - Pal

Column I
(A) Lal
(B) Bal
(C) Pal

Column II
(1) Bengal
(2) Maharashtra
(3) Punjab

Choose the correct combination:","A-3, B-2, C-1","A-1, B-2, C-3","A-3, B-1, C-2","A-2, B-3, C-1",a
In which year did the Congress first divide?,1913,1916,1907,1929,c
Which of the following statements is INCORRECT regarding Bhagat Singh?,He was a consciously secular thinker,He was hanged in connection with the Lahore Conspiracy Case,He escaped from police arrest in the Kakori Conspiracy Case,He stated that 'Criticism and independent thinking are the two characteristics of a revolutionary',c
"Arrange the following events in chronological order:
(A) Establishment of Ghadar Party
(B) Establishment of the Indian Independence Committee in Berlin
(C) Central Assembly Bomb Case","A, B, C","B, A, C","C, B, A","A, C, B",a
"Match the following events with their respective years:

Column I
(A) Establishment of Ghadar Party
(B) Establishment of the Indian Independence Committee in Berlin
(C) Central Assembly Bomb Case

Column II
(1) 1929
(2) 1916
(3) 1913

Choose the correct combination:","A-3, B-2, C-1","A-2, B-3, C-1","A-1, B-2, C-3","A-3, B-1, C-2",a
Who served as the public prosecutor in the Kakori case?,Chandra Shekhar Azad,Jagat Narayan Mulla,Bhagat Singh,Gopal Krishna Gokhale,b
Lala Lajpat Rai considered whom as his political guru?,Bhagat Singh,Mazzini,Tilak,Gokhale,b
The Lahore Conspiracy Case resulted in the hanging of which of the following?,"Rajguru, Sukhdev and Azad","Bhagat Singh, Azad and Ashfaq Ullah Khan","Bhagat Singh, Rajguru and Sukhdev","Tilak, Gokhale and Lajpat Rai",c
"Match the following freedom fighters to their respective regions:

Column I (Freedom Fighter) | Column II (Region)
A. Lal  | 1. Maharashtra
B. Bal  | 2. Bengal
C. Pal  | 3. Punjab

Options:","A-1, B-2, C-3","A-3, B-1, C-2","A-2, B-3, C-1","A-3, B-2, C-1",b
"Which of the following is INCORRECTLY matched?
",Establishment of Ghadar Party – 1913,Establishment of the Indian Independence Committee in Berlin – 1916,Central Assembly Bomb Case – 1929,Kakori Case - 1924,d
"Arrange the following events in chronological order:
1. Establishment of the Indian Independence Committee in Berlin
2. Central Assembly Bomb Case
3. Establishment of Ghadar Party","3, 1, 2","1, 2, 3","2, 3, 1","3, 2, 1",a
In which year was the Chittagong Armoury Raid?,1940,1935,1930,1925,c
When was Direct Action Day observed by the Muslim League?,"August 1, 1946","August 16, 1946","August 24, 1946","August 10, 1946",b
Who declared Direct Action Day?,Jawaharlal Nehru,Chaudhary Rahmat Ali,Muhammad Ali Jinnah,Sidhu,c
In which city was the Muslim League founded?,Karachi,Lahore,Dhaka,Delhi,c
In what year was the term 'Pakistan' coined?,1940,1933,1906,1946,b
Who coined the term 'Pakistan'?,Muhammad Ali Jinnah,Jawaharlal Nehru,Chaudhary Rahmat Ali,Sidhu,c
In what year did the Muslim League adopt a resolution?,1933,1946,1906,1940,d
When did the Muslim League decide to join the interim government?,"October 24, 1946","October 13, 1946","August 16, 1946","August 1, 1946",b
The All India Muslim League was founded in which year?,1933 AD,1940 AD,1906 AD,1946 AD,c
Which of the following slogans was given by the Muslim League at its Karachi session in 1943?,Divide and Rule,Quit India,Divide and Quit,Do or Die,c
The move to partition Bengal was supported by which of the following?,Indian National Congress,All India Muslim League,Santhal rebels,Khandas of Odisha,b
The British signed a peace treaty with the Khandas of Odisha in which year?,1857,1848,1856,1906,b
The Delhi Durbar was held during whose time?,Lord Curzon,Lord Mountbatten,Lord Hardinge,Lord Dalhousie,c
"In 1855-56, who led the Santhal rebellion in India?",Muhammad Ali Jinnah,Sidhu and Kanhu,Chaudhary Rahmat Ali,Jawaharlal Nehru,b
Swadeshi movement was started in India during which of the following?,Quit India Movement,Non-cooperation movement,Anti-partition movement,Civil disobedience movement,c
In which year was the All India Muslim League founded?,1916 AD,1900 AD,1906 AD,1910 AD,c
In which year did the Muslim League make the demand for Pakistan in the Lahore session?,1947,1945,1940,1935,c
On what date was Direct Action Day observed by the Muslim League?,"August 6, 1946","August 26, 1946","August 16, 1946","August 1, 1946",c
In which year was the resolution adopted by the All India Muslim League?,1933,1943,1940,1930,c
The term 'Pakistan' was coined in which year?,1940,1923,1933,1930,c
Where was the Muslim League founded?,Karachi city,Lahore city,Delhi city,Dhaka city,d
Who coined the term 'Pak-Stan' in 1933?,Muhammad Ali Jinnah,Liaquat Ali Khan,Chaudhary Rahmat Ali,Fazlul Huq,c
What was the slogan given by the Muslim League at its Karachi session in 1943?,Freedom or Death,Divide and Rule,Divide and Quit,Unity and Faith,c
Which entity supported the move to partition Bengal?,Indian National Congress,British Government,All India Muslim League,Hindu Mahasabha,c
On which date did the Muslim League decide to join the interim government?,"October 3, 1946","October 23, 1946","October 13, 1946","October 30, 1946",c
In which year did the British sign a peace treaty with the Khandas of Odisha?,1858,1838,1848,1828,c
During whose time was the Delhi Durbar held?,Lord Curzon,Lord Irwin,Lord Hardinge,Lord Dalhousie,c
Who led the Santhal rebellion in India in 1855-56?,Birsa Munda,Sidhu and Kanhu,Tilka Manjhi,Alluri Sitarama Raju,b
The Swadeshi movement was started in India during which event?,Quit India movement,Non-cooperation movement,Civil disobedience movement,Anti-partition movement,d
Jawaharlal Nehru joined the interim government in,"October 24, 1947","October 14, 1946","October 24, 1946","October 14, 1947",c
Under whose leadership did Jawaharlal Nehru join the interim government?,Muhammad Ali Jinnah,Chaudhary Rahmat Ali,Sidhu,None of the above,d
On which date was Direct Action Day observed by the Muslim League?,"October 13, 1946","October 24, 1946","August 16, 1946",In the year 1940,c
In which year was the term 'Pakistan' coined?,1940,1933,1906,1946,b
What slogan was given by the Muslim League at its Karachi session in 1943?,Direct Action,Divide and Quit,All India,Peace Treaty,b
Who led the Santhal rebellion in 1855-56?,Muhammad Ali Jinnah,Lord Hardinge,Sidhu and Kanhu,Chaudhary Rahmat Ali,c
The Swadeshi movement was started in India during which movement?,Lahore Session,Karachi Session,Anti-partition movement,Direct Action Day,c
Which slogan was given by the Muslim League at its Karachi session in 1943?,In the year 1940,Divide and Quit,"October 13, 1946","October 24, 1946",b
"In which year was King George V enthroned at the Delhi Durbar, where the shift of India's capital from Calcutta to Delhi was announced?",1916,1924,1911,1912,c
The decision to move the capital of India from Calcutta to Delhi was officially declared by Emperor George V in what year?,1912,1916,1911,1924,c
In which year was Delhi officially declared as the capital of British India?,1912,1916,1924,1911,d
When was the unification of Bengal completed?,1911,1916,1924,1912,d
In what year was the capital of British India shifted from Calcutta to Delhi?,1912,1916,1924,1911,d
"In what year was the Lucknow Session of the Indian National Congress held, where Bal Gangadhar Tilak stated, 'Swaraj is our birthright, I will have it'?",1911,1924,1912,1916,d
In what year was a compromise reached between the Muslim League and the Congress?,1911,1912,1924,1916,d
Who was mainly associated with the establishment of the Home Rule League of Madras?,Bal Gangadhar Tilak,Gauhar Jaan,Janaki Bai,Annie Besant,d
In which month and year was the Home Rule League founded in Madras?,December 1916,September 1916,December 1911,September 1911,b
"In which year was King George V enthroned at the Delhi Durbar, where he announced the shifting of India's capital?",1912,1910,1911,1913,c
Where was the Durbar held in 1911 to celebrate the coronation of King George V?,Calcutta,Bombay,Delhi,Lucknow,c
In which year was Delhi officially declared as the capital of British India by Emperor George V?,1910,1912,1913,1911,d
In which year was the capital of British India shifted from Calcutta to Delhi?,1910,1912,1913,1911,d
In which year was the Gateway of India built?,1920,1922,1924,1926,c
Which Hindustani singer from Allahabad performed for Emperor George V at the Delhi Durbar in 1911?,Gauhar Jaan,Allah Jilai Bai,Janaki Bai,Rasoolan Bai,c
"Arrange the following events in chronological order:
I. Delhi Durbar
II. Lucknow Pact
III. Home Rule Movement","I, II, III","III, II, I","II, III, I","I, III, II",a
"In which session of the Indian National Congress did Bal Gangadhar Tilak declare, ""Swaraj is my birthright, and I shall have it""?","Surat Session, 1907","Lahore Session, 1929","Lucknow Session, 1916","Karachi Session, 1931",c
Who was the main architect in the process of reunification of extremists and moderates?,Mahatma Gandhi,Jawaharlal Nehru,Annie Besant,Sardar Vallabhbhai Patel,c
"In December 1916, the Indian National Congress and the Indian Muslim League held their sessions at the same time in which city?",Delhi,Calcutta,Lucknow,Bombay,c
The Home Rule League was founded in Madras by Bal Gangadhar Tilak and which other Indian freedom fighter?,Subhas Chandra Bose,Annie Besant,Sardar Vallabhbhai Patel,Lala Lajpat Rai,b
"In which year was King George V enthroned at the Delhi Durbar, where he announced the shift of India's capital from Calcutta to Delhi?",1912,1916,1911,1924,c
In what year was Delhi officially declared the capital of British India by Emperor George V?,1912,1910,1911,1913,c
In which year was the unification of Bengal completed?,1910,1911,1912,1913,c
The capital of British India was shifted from Calcutta to Delhi in:,1910,1912,1913,1911,d
Which structure was built in 1924 to commemorate the visit of King George V and Queen Mary?,Victoria Memorial,India Gate,Gateway of India,Rashtrapati Bhavan,c
In what year did King George V ascend the throne of India?,1910,1912,1916,1911,d
"During which session of the Indian National Congress did Bal Gangadhar Tilak declare, 'Swaraj is our birthright, I will have it'?","Surat Session, 1907","Lahore Session, 1929","Lucknow Session, 1916","Karachi Session, 1931",c
Who was a key figure in the reunification process of extremists and moderates within the Indian National Congress?,Mahatma Gandhi,Jawaharlal Nehru,Annie Besant,Sardar Vallabhbhai Patel,c
In which city did the Indian National Congress and the Indian Muslim League hold their sessions simultaneously in December 1916?,Delhi,Calcutta,Bombay,Lucknow,d
Who was primarily associated with the establishment of the Home Rule League of Madras?,Bal Gangadhar Tilak,Mahatma Gandhi,Annie Besant,Jawaharlal Nehru,c
"In September 1916, the Home Rule League was founded in Madras by Bal Gangadhar Tilak and which other Indian freedom fighter?",Sarojini Naidu,Annie Besant,Kamala Nehru,Indira Gandhi,b
"In which year was King George V enthroned at the Delhi Durbar, where the decision to shift the capital from Calcutta to Delhi was announced?",1924,1916,1911,1912,c
In what year did the British officially declare Delhi as the capital of British India?,1912,1916,1924,1911,d
The Gateway of India was constructed in which year?,1911,1916,1912,1924,d
"Which Hindustani singer from Allahabad, along with Gauhar Jaan, performed for Emperor George V at the Delhi Durbar in 1911?",Annie Besant,Queen Mary,Janaki Bai,Bal Gangadhar Tilak,c
"In which session of the Indian National Congress did Bal Gangadhar Tilak declare, 'Swaraj is our birthright, I will have it'?",Delhi Durbar,Lucknow Session,Home Rule Movement,Madras Session,b
In which city did the Indian National Congress and the Indian Muslim League hold their sessions at the same time in December 1916?,Delhi,Madras,Calcutta,Lucknow,d
The 'Home Rule League Movement' was associated with which of the following individuals?,Shyamji Krishna Verma,Bal Gangadhar Tilak,Annie Besant,Nathuram Godse,c
In which year was the 'Indian Home Rule Society' established?,1915 AD,1905 AD,1893 AD,1916 AD,b
Who established the 'Indian Home Rule Society' in London?,Annie Besant,Bal Gangadhar Tilak,Gopal Krishna Gokhale,Shyamji Krishna Verma,d
The epithet 'Lokmanya' was given to Bal Gangadhar Tilak during which movement?,Non-Cooperation Movement,Civil Disobedience Movement,Home Rule Movement,Quit India Movement,c
"According to the text, which of the following movements was Gandhiji NOT associated with?",Non-Cooperation Movement,Civil Disobedience Movement,Home Rule Movement,Quit India Movement,c
Valentine Chirol referred to Bal Gangadhar Tilak as the 'Father of' what?,Indian Independence,Indian Nationalism,Indian Anarchism,Indian Unrest,c
In which year was Mahatma Gandhi born?,1889,1879,1869,1859,c
Who assassinated Mahatma Gandhi?,Valentine Chirol,Chandran Devanesan,Gopal Krishna Gokhale,Nathuram Godse,d
In which country did Mahatma Gandhi study law?,South Africa,India,United Kingdom,Gujarat,c
In which year did Mahatma Gandhi first arrive in South Africa?,1915,1869,1893,1916,c
At which university did Mahatma Gandhi address the public for the first time after returning to India from South Africa?,Aligarh Muslim University,University of Calcutta,Banaras Hindu University (BHU),University of Allahabad,c
In what year did Mahatma Gandhi return to India from South Africa?,January 1915,January 1893,January 1916,January 1869,a
At which railway station in South Africa was Gandhiji thrown out of a train?,Johannesburg,Durban,Cape Town,Pietermaritzburg,d
The incident of Mahatma Gandhi being thrown out of a train in South Africa occurred due to what?,Violation of railway rules,Political protest,Apartheid,Lack of a valid ticket,c
Who made the comment “South Africa made the Mahatma”?,Gopal Krishna Gokhale,Annie Besant,Valentine Chirol,Chandran Devanesan,d
